Year,Month,Day,MJD,UT1R-TAI
1978,3,6,43573.0,-16.584988019931984
1978,3,7,43574.0,-16.58800257893608
1978,3,8,43575.0,-16.59101129301925
1978,3,9,43576.0,-16.5940100425211
1978,3,10,43577.0,-16.59700244930895
1978,3,11,43578.0,-16.59999412000209
1978,3,12,43579.0,-16.60298000011878
1978,3,13,43580.0,-16.60596304762122
1978,3,14,43581.0,-16.608964554290402
1978,3,15,43582.0,-16.611970614733483
1978,3,16,43583.0,-16.61499460314395
1978,3,17,43584.0,-16.61802721090381
1978,3,18,43585.0,-16.621087323296564
1978,3,19,43586.0,-16.624163075835572
1978,3,20,43587.0,-16.627254263647583
1978,3,21,43588.0,-16.630353981369915
1978,3,22,43589.0,-16.633461519859463
1978,3,23,43590.0,-16.636562898505243
1978,3,24,43591.0,-16.63966971256546
1978,3,25,43592.0,-16.6427772890994
1978,3,26,43593.0,-16.645882804864694
1978,3,27,43594.0,-16.648985218593012
1978,3,28,43595.0,-16.652090970388237
1978,3,29,43596.0,-16.6551900263326
1978,3,30,43597.0,-16.658297799903576
1978,3,31,43598.0,-16.6614128598109
1978,4,1,43599.0,-16.66452657774125
1978,4,2,43600.0,-16.667636402448817
1978,4,3,43601.0,-16.670749582815063
1978,4,4,43602.0,-16.673861460713884
1978,4,5,43603.0,-16.67697334846706
1978,4,6,43604.0,-16.68008227446879
1978,4,7,43605.0,-16.683187264780823
1978,4,8,43606.0,-16.68629987504398
1978,4,9,43607.0,-16.689413850175644
1978,4,10,43608.0,-16.69253115367811
1978,4,11,43609.0,-16.695648045644127
1978,4,12,43610.0,-16.698785091916978
1978,4,13,43611.0,-16.701925851946175
1978,4,14,43612.0,-16.705079260254255
1978,4,15,43613.0,-16.708234831577304
1978,4,16,43614.0,-16.711400791488316
1978,4,17,43615.0,-16.714572245418374
1978,4,18,43616.0,-16.717727325380103
1978,4,19,43617.0,-16.72087246633288
1978,4,20,43618.0,-16.723996333288024
1978,4,21,43619.0,-16.72709807369196
1978,4,22,43620.0,-16.730186560400014
1978,4,23,43621.0,-16.733238812933582
1978,4,24,43622.0,-16.73627452499131
1978,4,25,43623.0,-16.73929887716393
1978,4,26,43624.0,-16.742303234657392
1978,4,27,43625.0,-16.745288549331924
1978,4,28,43626.0,-16.74826629289622
1978,4,29,43627.0,-16.751233507558904
1978,4,30,43628.0,-16.754179637889052
1978,5,1,43629.0,-16.75709837874336
1978,5,2,43630.0,-16.76000994462363
1978,5,3,43631.0,-16.762919581504498
1978,5,4,43632.0,-16.765830731582536
1978,5,5,43633.0,-16.768750397368283
1978,5,6,43634.0,-16.771672106107662
1978,5,7,43635.0,-16.77461716221873
1978,5,8,43636.0,-16.777571424775108
1978,5,9,43637.0,-16.78054890623274
1978,5,10,43638.0,-16.783549925826065
1978,5,11,43639.0,-16.78657554110383
1978,5,12,43640.0,-16.789625101670612
1978,5,13,43641.0,-16.792685531071943
1978,5,14,43642.0,-16.795754144654385
1978,5,15,43643.0,-16.798830174688376
1978,5,16,43644.0,-16.801915100971254
1978,5,17,43645.0,-16.804988957192705
1978,5,18,43646.0,-16.808063066899862
1978,5,19,43647.0,-16.811112905531232
1978,5,20,43648.0,-16.81416490077105
1978,5,21,43649.0,-16.817198687266703
1978,5,22,43650.0,-16.82023145592034
1978,5,23,43651.0,-16.82325943688289
1978,5,24,43652.0,-16.826281492559488
1978,5,25,43653.0,-16.829290275394065
1978,5,26,43654.0,-16.832301168465563
1978,5,27,43655.0,-16.835298280448345
1978,5,28,43656.0,-16.83827018825778
1978,5,29,43657.0,-16.841211141284013
1978,5,30,43658.0,-16.844121890597943
1978,5,31,43659.0,-16.846988578415267
1978,6,1,43660.0,-16.849812641887937
1978,6,2,43661.0,-16.852585541108617
1978,6,3,43662.0,-16.85531989995423
1978,6,4,43663.0,-16.858017161105384
1978,6,5,43664.0,-16.860675144007452
1978,6,6,43665.0,-16.863302480599938
1978,6,7,43666.0,-16.86589039696879
1978,6,8,43667.0,-16.86846044067617
1978,6,9,43668.0,-16.870988603085763
1978,6,10,43669.0,-16.87349534515252
1978,6,11,43670.0,-16.875954326237316
1978,6,12,43671.0,-16.878370012647025
1978,6,13,43672.0,-16.88075311053748
1978,6,14,43673.0,-16.883091661107116
1978,6,15,43674.0,-16.885382931007534
1978,6,16,43675.0,-16.887649946841417
1978,6,17,43676.0,-16.88987727893274
1978,6,18,43677.0,-16.892093596431987
1978,6,19,43678.0,-16.89428227046255
1978,6,20,43679.0,-16.89645818899421
1978,6,21,43680.0,-16.898621555928717
1978,6,22,43681.0,-16.900778337436545
1978,6,23,43682.0,-16.90292880618011
1978,6,24,43683.0,-16.905070235902915
1978,6,25,43684.0,-16.907187796873902
1978,6,26,43685.0,-16.90930912725379
1978,6,27,43686.0,-16.911434717966905
1978,6,28,43687.0,-16.913542448324794
1978,6,29,43688.0,-16.91565253718908
1978,6,30,43689.0,-16.917756144629948
1978,7,1,43690.0,-16.919860408322513
1978,7,2,43691.0,-16.921965910406747
1978,7,3,43692.0,-16.924085470357568
1978,7,4,43693.0,-16.92620279869788
1978,7,5,43694.0,-16.928314912276036
1978,7,6,43695.0,-16.930412759150826
1978,7,7,43696.0,-16.932493451549714
1978,7,8,43697.0,-16.934562449395074
1978,7,9,43698.0,-16.936598657796154
1978,7,10,43699.0,-16.93860474194817
1978,7,11,43700.0,-16.94057133950321
1978,7,12,43701.0,-16.942507165775016
1978,7,13,43702.0,-16.944412916344632
1978,7,14,43703.0,-16.94628250801661
1978,7,15,43704.0,-16.94811695925493
1978,7,16,43705.0,-16.94991893161371
1978,7,17,43706.0,-16.951711561271853
1978,7,18,43707.0,-16.95347472909833
1978,7,19,43708.0,-16.955220623168145
1978,7,20,43709.0,-16.95695636588843
1978,7,21,43710.0,-16.958686957976376
1978,7,22,43711.0,-16.960401181247175
1978,7,23,43712.0,-16.962109837832042
1978,7,24,43713.0,-16.96381308396899
1978,7,25,43714.0,-16.965507327584888
1978,7,26,43715.0,-16.967196461904976
1978,7,27,43716.0,-16.96888774198054
1978,7,28,43717.0,-16.970593623898424
1978,7,29,43718.0,-16.972304924180737
1978,7,30,43719.0,-16.974047396336285
1978,7,31,43720.0,-16.9758210275851
1978,8,1,43721.0,-16.977619392591286
1978,8,2,43722.0,-16.979448859537342
1978,8,3,43723.0,-16.98130828445667
1978,8,4,43724.0,-16.98320620925209
1978,8,5,43725.0,-16.985127553669404
1978,8,6,43726.0,-16.987069921828244
1978,8,7,43727.0,-16.989038219297225
1978,8,8,43728.0,-16.991024142251387
1978,8,9,43729.0,-16.993028734695542
1978,8,10,43730.0,-16.995073406762984
1978,8,11,43731.0,-16.99712795577953
1978,8,12,43732.0,-16.999209190926813
1978,8,13,43733.0,-17.001308121232693
1978,8,14,43734.0,-17.00343444314266
1978,8,15,43735.0,-17.005573238126527
1978,8,16,43736.0,-17.007740887366122
1978,8,17,43737.0,-17.009902874071415
1978,8,18,43738.0,-17.01207049729945
1978,8,19,43739.0,-17.01424824459634
1978,8,20,43740.0,-17.016415799415153
1978,8,21,43741.0,-17.018589884626042
1978,8,22,43742.0,-17.020750356756665
1978,8,23,43743.0,-17.022910791531835
1978,8,24,43744.0,-17.02509382801757
1978,8,25,43745.0,-17.027272881628328
1978,8,26,43746.0,-17.029479360827594
1978,8,27,43747.0,-17.031699494115017
1978,8,28,43748.0,-17.03394306624164
1978,8,29,43749.0,-17.03621009572515
1978,8,30,43750.0,-17.038498679511417
1978,8,31,43751.0,-17.040788361984823
1978,9,1,43752.0,-17.04308210441138
1978,9,2,43753.0,-17.045380851965245
1978,9,3,43754.0,-17.047666926821503
1978,9,4,43755.0,-17.04994403401892
1978,9,5,43756.0,-17.052190091809308
1978,9,6,43757.0,-17.054428170293896
1978,9,7,43758.0,-17.0566463858058
1978,9,8,43759.0,-17.0588522797397
1978,9,9,43760.0,-17.061027721915085
1978,9,10,43761.0,-17.063186499078334
1978,9,11,43762.0,-17.06532625342225
1978,9,12,43763.0,-17.06745881974013
1978,9,13,43764.0,-17.069580098618825
1978,9,14,43765.0,-17.071680007605
1978,9,15,43766.0,-17.07377636393373
1978,9,16,43767.0,-17.07589521859277
1978,9,17,43768.0,-17.078014365767178
1978,9,18,43769.0,-17.08015514289464
1978,9,19,43770.0,-17.08233774582025
1978,9,20,43771.0,-17.084564788421105
1978,9,21,43772.0,-17.086838927997547
1978,9,22,43773.0,-17.08916748277504
1978,9,23,43774.0,-17.091560978599293
1978,9,24,43775.0,-17.094019714464324
1978,9,25,43776.0,-17.0965387986029
1978,9,26,43777.0,-17.099114972469067
1978,9,27,43778.0,-17.101736630409036
1978,9,28,43779.0,-17.104409362127193
1978,9,29,43780.0,-17.107130102718767
1978,9,30,43781.0,-17.109890049468255
1978,10,1,43782.0,-17.112671736460126
1978,10,2,43783.0,-17.11546697931665
1978,10,3,43784.0,-17.118290001765548
1978,10,4,43785.0,-17.12110839548818
1978,10,5,43786.0,-17.12393620201279
1978,10,6,43787.0,-17.126770483948697
1978,10,7,43788.0,-17.129607715503642
1978,10,8,43789.0,-17.13244600661939
1978,10,9,43790.0,-17.135280153664525
1978,10,10,43791.0,-17.138100083868554
1978,10,11,43792.0,-17.140925608369088
1978,10,12,43793.0,-17.143732048203084
1978,10,13,43794.0,-17.146515363940065
1978,10,14,43795.0,-17.14928862163386
1978,10,15,43796.0,-17.152036519499326
1978,10,16,43797.0,-17.15476953350589
1978,10,17,43798.0,-17.157494276237877
1978,10,18,43799.0,-17.160209478930657
1978,10,19,43800.0,-17.16291998667369
1978,10,20,43801.0,-17.16563128839987
1978,10,21,43802.0,-17.16836396014675
1978,10,22,43803.0,-17.17109983779757
1978,10,23,43804.0,-17.173846782604503
1978,10,24,43805.0,-17.17660639702712
1978,10,25,43806.0,-17.179371962900074
1978,10,26,43807.0,-17.182144727167394
1978,10,27,43808.0,-17.184918462104118
1978,10,28,43809.0,-17.187680514805216
1978,10,29,43810.0,-17.19045203060903
1978,10,30,43811.0,-17.193232390767527
1978,10,31,43812.0,-17.196001261658136
1978,11,1,43813.0,-17.198785463242466
1978,11,2,43814.0,-17.201576340988737
1978,11,3,43815.0,-17.20438557490753
1978,11,4,43816.0,-17.207206561745114
1978,11,5,43817.0,-17.2100472433472
1978,11,6,43818.0,-17.212901039455318
1978,11,7,43819.0,-17.21576982198863
1978,11,8,43820.0,-17.21864699312134
1978,11,9,43821.0,-17.2215350562077
1978,11,10,43822.0,-17.22442406288473
1978,11,11,43823.0,-17.22732984097082
1978,11,12,43824.0,-17.230246785308218
1978,11,13,43825.0,-17.233161320463175
1978,11,14,43826.0,-17.236099819999446
1978,11,15,43827.0,-17.239053586942493
1978,11,16,43828.0,-17.24203899182002
1978,11,17,43829.0,-17.245046345182043
1978,11,18,43830.0,-17.248078318715894
1978,11,19,43831.0,-17.251142049524898
1978,11,20,43832.0,-17.25422924350804
1978,11,21,43833.0,-17.257338448121416
1978,11,22,43834.0,-17.260461487912686
1978,11,23,43835.0,-17.263587075611337
1978,11,24,43836.0,-17.266714522280378
1978,11,25,43837.0,-17.26982980065646
1978,11,26,43838.0,-17.272933760508433
1978,11,27,43839.0,-17.276027593638922
1978,11,28,43840.0,-17.279101699363018
1978,11,29,43841.0,-17.282180998810368
1978,11,30,43842.0,-17.28523803891826
1978,12,1,43843.0,-17.288304048629588
1978,12,2,43844.0,-17.29135921532627
1978,12,3,43845.0,-17.294402607949106
1978,12,4,43846.0,-17.297443908846606
1978,12,5,43847.0,-17.30046966625615
1978,12,6,43848.0,-17.303478197503335
1978,12,7,43849.0,-17.30647329398125
1978,12,8,43850.0,-17.30944240688742
1978,12,9,43851.0,-17.3124002959308
1978,12,10,43852.0,-17.31533344716446
1978,12,11,43853.0,-17.318253973603948
1978,12,12,43854.0,-17.321157283974763
1978,12,13,43855.0,-17.32405552156156
1978,12,14,43856.0,-17.326942171575674
1978,12,15,43857.0,-17.32982693935856
1978,12,16,43858.0,-17.332711808416867
1978,12,17,43859.0,-17.335596935318744
1978,12,18,43860.0,-17.33846699722669
1978,12,19,43861.0,-17.341331794150424
1978,12,20,43862.0,-17.344194830408764
1978,12,21,43863.0,-17.34704495085353
1978,12,22,43864.0,-17.34987705383047
1978,12,23,43865.0,-17.352723935731465
1978,12,24,43866.0,-17.355565643913803
1978,12,25,43867.0,-17.358411513097646
1978,12,26,43868.0,-17.361267046996154
1978,12,27,43869.0,-17.36414275141243
1978,12,28,43870.0,-17.367030711468033
1978,12,29,43871.0,-17.369953504774013
1978,12,30,43872.0,-17.37289970393716
1978,12,31,43873.0,-17.375867715082062
1979,1,1,43874.0,-17.378855493555037
1979,1,2,43875.0,-17.381860576483966
1979,1,3,43876.0,-17.384867842278286
1979,1,4,43877.0,-17.387887453447743
1979,1,5,43878.0,-17.390905691584454
1979,1,6,43879.0,-17.393924159625907
1979,1,7,43880.0,-17.396933759239758
1979,1,8,43881.0,-17.399948124823666
1979,1,9,43882.0,-17.40295022086301
1979,1,10,43883.0,-17.405954612739748
1979,1,11,43884.0,-17.40894040074366
1979,1,12,43885.0,-17.411910749437087
1979,1,13,43886.0,-17.414875721947244
1979,1,14,43887.0,-17.41782116641848
1979,1,15,43888.0,-17.420736994984996
1979,1,16,43889.0,-17.42364797904753
1979,1,17,43890.0,-17.426530831366453
1979,1,18,43891.0,-17.4293921962774
1979,1,19,43892.0,-17.432232979728628
1979,1,20,43893.0,-17.435070450244368
1979,1,21,43894.0,-17.43789884554025
1979,1,22,43895.0,-17.440741776059145
1979,1,23,43896.0,-17.44358677600678
1979,1,24,43897.0,-17.446452284880976
1979,1,25,43898.0,-17.44931514208598
1979,1,26,43899.0,-17.45218769349834
1979,1,27,43900.0,-17.455089697659453
1979,1,28,43901.0,-17.457999631112305
1979,1,29,43902.0,-17.460900313414875
1979,1,30,43903.0,-17.463801841190953
1979,1,31,43904.0,-17.46670283585995
1979,2,1,43905.0,-17.469581348735186
1979,2,2,43906.0,-17.47244345512027
1979,2,3,43907.0,-17.475285946344258
1979,2,4,43908.0,-17.478098992658442
1979,2,5,43909.0,-17.480893405419554
1979,2,6,43910.0,-17.483666624344714
1979,2,7,43911.0,-17.486421518169255
1979,2,8,43912.0,-17.48915729920273
1979,2,9,43913.0,-17.491884976994662
1979,2,10,43914.0,-17.49458396265999
1979,2,11,43915.0,-17.497272018360412
1979,2,12,43916.0,-17.499937229678128
1979,2,13,43917.0,-17.50257213760548
1979,2,14,43918.0,-17.505186825362138
1979,2,15,43919.0,-17.50777147208708
1979,2,16,43920.0,-17.510332249848997
1979,2,17,43921.0,-17.512883735240514
1979,2,18,43922.0,-17.51541568695713
1979,2,19,43923.0,-17.51793242124995
1979,2,20,43924.0,-17.5204474790456
1979,2,21,43925.0,-17.522961090511508
1979,2,22,43926.0,-17.525477210626963
1979,2,23,43927.0,-17.528013570391938
1979,2,24,43928.0,-17.53055690662675
1979,2,25,43929.0,-17.533107488930533
1979,2,26,43930.0,-17.53567178193941
1979,2,27,43931.0,-17.538237721894642
1979,2,28,43932.0,-17.540801428539748
1979,3,1,43933.0,-17.54337472510804
1979,3,2,43934.0,-17.545947087833174
1979,3,3,43935.0,-17.548522778790556
1979,3,4,43936.0,-17.5511016602781
1979,3,5,43937.0,-17.553692295215548
1979,3,6,43938.0,-17.556295184062776
1979,3,7,43939.0,-17.558913366654888
1979,3,8,43940.0,-17.561558140174313
1979,3,9,43941.0,-17.564207586503898
1979,3,10,43942.0,-17.566870127352782
1979,3,11,43943.0,-17.56954285985998
1979,3,12,43944.0,-17.57222530065211
1979,3,13,43945.0,-17.57491179562309
1979,3,14,43946.0,-17.577610616263488
1979,3,15,43947.0,-17.580311233659838
1979,3,16,43948.0,-17.58301719895399
1979,3,17,43949.0,-17.585739777778386
1979,3,18,43950.0,-17.58846797795509
1979,3,19,43951.0,-17.591210274346135
1979,3,20,43952.0,-17.593965931828578
1979,3,21,43953.0,-17.596728081501276
1979,3,22,43954.0,-17.59950506574102
1979,3,23,43955.0,-17.60228998588619
1979,3,24,43956.0,-17.605075023449935
1979,3,25,43957.0,-17.60785947014269
1979,3,26,43958.0,-17.610653802079085
1979,3,27,43959.0,-17.613430287792298
1979,3,28,43960.0,-17.61620199097949
1979,3,29,43961.0,-17.618970062884284
1979,3,30,43962.0,-17.621743598238208
1979,3,31,43963.0,-17.62450875613472
1979,4,1,43964.0,-17.62728464488642
1979,4,2,43965.0,-17.630070512451958
1979,4,3,43966.0,-17.632874100280038
1979,4,4,43967.0,-17.635690592784528
1979,4,5,43968.0,-17.63852844732328
1979,4,6,43969.0,-17.641376262019925
1979,4,7,43970.0,-17.644241056945063
1979,4,8,43971.0,-17.64711159467883
1979,4,9,43972.0,-17.65000119325358
1979,4,10,43973.0,-17.652891199124166
1979,4,11,43974.0,-17.655799028352
1979,4,12,43975.0,-17.658726265672666
1979,4,13,43976.0,-17.661662037518404
1979,4,14,43977.0,-17.664611758618747
1979,4,15,43978.0,-17.667587466755027
1979,4,16,43979.0,-17.67058027227375
1979,4,17,43980.0,-17.673593982425036
1979,4,18,43981.0,-17.676609062622543
1979,4,19,43982.0,-17.679634085956387
1979,4,20,43983.0,-17.68265813933603
1979,4,21,43984.0,-17.685675655652382
1979,4,22,43985.0,-17.688676044979665
1979,4,23,43986.0,-17.691667559473444
1979,4,24,43987.0,-17.694626179515915
1979,4,25,43988.0,-17.697574036486436
1979,4,26,43989.0,-17.70050017279171
1979,4,27,43990.0,-17.703399097923995
1979,4,28,43991.0,-17.70627402331992
1979,4,29,43992.0,-17.70914926625324
1979,4,30,43993.0,-17.71200685297035
1979,5,1,43994.0,-17.714865726882717
1979,5,2,43995.0,-17.717720834159042
1979,5,3,43996.0,-17.720580035401593
1979,5,4,43997.0,-17.723430346424607
1979,5,5,43998.0,-17.726277872599987
1979,5,6,43999.0,-17.729119744207612
1979,5,7,44000.0,-17.731952151741698
1979,5,8,44001.0,-17.73476564566284
1979,5,9,44002.0,-17.737591045437654
1979,5,10,44003.0,-17.74040489087619
1979,5,11,44004.0,-17.743213548850726
1979,5,12,44005.0,-17.746036480262752
1979,5,13,44006.0,-17.748868637709553
1979,5,14,44007.0,-17.751701443085867
1979,5,15,44008.0,-17.754546161815657
1979,5,16,44009.0,-17.757381795435396
1979,5,17,44010.0,-17.7602181952768
1979,5,18,44011.0,-17.76302815435952
1979,5,19,44012.0,-17.765832286459144
1979,5,20,44013.0,-17.768599229392755
1979,5,21,44014.0,-17.77134053039987
1979,5,22,44015.0,-17.774042223747113
1979,5,23,44016.0,-17.776711106268923
1979,5,24,44017.0,-17.77935127796138
1979,5,25,44018.0,-17.781953374887326
1979,5,26,44019.0,-17.784533622519145
1979,5,27,44020.0,-17.78707174180565
1979,5,28,44021.0,-17.78959341064053
1979,5,29,44022.0,-17.792097060512354
1979,5,30,44023.0,-17.794562290118336
1979,5,31,44024.0,-17.797007070638667
1979,6,1,44025.0,-17.79942024568102
1979,6,2,44026.0,-17.801807384013447
1979,6,3,44027.0,-17.804161886326295
1979,6,4,44028.0,-17.80648648439236
1979,6,5,44029.0,-17.8087767840937
1979,6,6,44030.0,-17.811037028617644
1979,6,7,44031.0,-17.813293851213597
1979,6,8,44032.0,-17.815543152757098
1979,6,9,44033.0,-17.81778784423027
1979,6,10,44034.0,-17.82004880128029
1979,6,11,44035.0,-17.82231849896832
1979,6,12,44036.0,-17.82460396731601
1979,6,13,44037.0,-17.82689603299223
1979,6,14,44038.0,-17.82920324008103
1979,6,15,44039.0,-17.831520711189807
1979,6,16,44040.0,-17.833853284064556
1979,6,17,44041.0,-17.83618306534562
1979,6,18,44042.0,-17.838514134845916
1979,6,19,44043.0,-17.840840452001906
1979,6,20,44044.0,-17.84318065513706
1979,6,21,44045.0,-17.84551836618005
1979,6,22,44046.0,-17.84785687841282
1979,6,23,44047.0,-17.850210995712107
1979,6,24,44048.0,-17.85256906127465
1979,6,25,44049.0,-17.854946880589697
1979,6,26,44050.0,-17.857331378918182
1979,6,27,44051.0,-17.859722528340544
1979,6,28,44052.0,-17.86209577612592
1979,6,29,44053.0,-17.864459678869036
1979,6,30,44054.0,-17.866807900940362
1979,7,1,44055.0,-17.869112340896336
1979,7,2,44056.0,-17.871387047155313
1979,7,3,44057.0,-17.873626111134293
1979,7,4,44058.0,-17.87583631347685
1979,7,5,44059.0,-17.878024032990854
1979,7,6,44060.0,-17.88018084284867
1979,7,7,44061.0,-17.88231722931096
1979,7,8,44062.0,-17.88441643237074
1979,7,9,44063.0,-17.886508546333935
1979,7,10,44064.0,-17.888562946170676
1979,7,11,44065.0,-17.89059741920844
1979,7,12,44066.0,-17.89260760365784
1979,7,13,44067.0,-17.894571328579772
1979,7,14,44068.0,-17.896515850033953
1979,7,15,44069.0,-17.89841948071587
1979,7,16,44070.0,-17.900291207196478
1979,7,17,44071.0,-17.902122223685275
1979,7,18,44072.0,-17.903933888614688
1979,7,19,44073.0,-17.905723134615666
1979,7,20,44074.0,-17.90748760052337
1979,7,21,44075.0,-17.909245974766833
1979,7,22,44076.0,-17.91099570603796
1979,7,23,44077.0,-17.91274874898703
1979,7,24,44078.0,-17.914494920851258
1979,7,25,44079.0,-17.916241491764517
1979,7,26,44080.0,-17.91798446815899
1979,7,27,44081.0,-17.919729772082395
1979,7,28,44082.0,-17.921478159869903
1979,7,29,44083.0,-17.923224255395514
1979,7,30,44084.0,-17.924969001998743
1979,7,31,44085.0,-17.92673159223582
1979,8,1,44086.0,-17.92850647973967
1979,8,2,44087.0,-17.930306212104835
1979,8,3,44088.0,-17.93214369632237
1979,8,4,44089.0,-17.93400052066686
1979,8,5,44090.0,-17.93589551313137
1979,8,6,44091.0,-17.937821236418547
1979,8,7,44092.0,-17.939774646811287
1979,8,8,44093.0,-17.941764714941712
1979,8,9,44094.0,-17.943764795616993
1979,8,10,44095.0,-17.94577495838583
1979,8,11,44096.0,-17.94780054531343
1979,8,12,44097.0,-17.949833705237157
1979,8,13,44098.0,-17.951872628530268
1979,8,14,44099.0,-17.953921844209386
1979,8,15,44100.0,-17.95596365744312
1979,8,16,44101.0,-17.957991296087926
1979,8,17,44102.0,-17.96000545102712
1979,8,18,44103.0,-17.962024376534334
1979,8,19,44104.0,-17.964033620142544
1979,8,20,44105.0,-17.966026294152
1979,8,21,44106.0,-17.967998470011903
1979,8,22,44107.0,-17.96995842916773
1979,8,23,44108.0,-17.97189197099534
1979,8,24,44109.0,-17.9737980997931
1979,8,25,44110.0,-17.975673723632724
1979,8,26,44111.0,-17.97750860191939
1979,8,27,44112.0,-17.97932052503381
1979,8,28,44113.0,-17.98110444155845
1979,8,29,44114.0,-17.982883753907203
1979,8,30,44115.0,-17.984649860371725
1979,8,31,44116.0,-17.98642509915236
1979,9,1,44117.0,-17.988201005390327
1979,9,2,44118.0,-17.98999994631224
1979,9,3,44119.0,-17.991807980864483
1979,9,4,44120.0,-17.99364375559905
1979,9,5,44121.0,-17.99549432358906
1979,9,6,44122.0,-17.99736778975599
1979,9,7,44123.0,-17.999259588944554
1979,9,8,44124.0,-18.00117241681958
1979,9,9,44125.0,-18.00310135509594
1979,9,10,44126.0,-18.005042593168834
1979,9,11,44127.0,-18.007007059405446
1979,9,12,44128.0,-18.008978730819678
1979,9,13,44129.0,-18.01097117545285
1979,9,14,44130.0,-18.01298901225285
1979,9,15,44131.0,-18.015010516327134
1979,9,16,44132.0,-18.017058617693277
1979,9,17,44133.0,-18.01911268946653
1979,9,18,44134.0,-18.02116557722674
1979,9,19,44135.0,-18.0232320994206
1979,9,20,44136.0,-18.025302341941313
1979,9,21,44137.0,-18.027387343265012
1979,9,22,44138.0,-18.02947454216384
1979,9,23,44139.0,-18.031584766379545
1979,9,24,44140.0,-18.03372128100155
1979,9,25,44141.0,-18.035875273898505
1979,9,26,44142.0,-18.038069918397195
1979,9,27,44143.0,-18.04029752753328
1979,9,28,44144.0,-18.04256079335924
1979,9,29,44145.0,-18.04486999191928
1979,9,30,44146.0,-18.047216876639915
1979,10,1,44147.0,-18.049585268639532
1979,10,2,44148.0,-18.051984845938136
1979,10,3,44149.0,-18.054403141774152
1979,10,4,44150.0,-18.05684805729746
1979,10,5,44151.0,-18.05929601293102
1979,10,6,44152.0,-18.061748437559796
1979,10,7,44153.0,-18.06422308400538
1979,10,8,44154.0,-18.066707589805894
1979,10,9,44155.0,-18.06920505761047
1979,10,10,44156.0,-18.071714730869942
1979,10,11,44157.0,-18.074243971842126
1979,10,12,44158.0,-18.076783829970136
1979,10,13,44159.0,-18.07934388910048
1979,10,14,44160.0,-18.081915252761075
1979,10,15,44161.0,-18.08448345147535
1979,10,16,44162.0,-18.087068625813476
1979,10,17,44163.0,-18.08963765836771
1979,10,18,44164.0,-18.09220445478907
1979,10,19,44165.0,-18.094762515093144
1979,10,20,44166.0,-18.09730722164325
1979,10,21,44167.0,-18.099811125075572
1979,10,22,44168.0,-18.10229578231635
1979,10,23,44169.0,-18.104765867612354
1979,10,24,44170.0,-18.107224240208463
1979,10,25,44171.0,-18.109672217410647
1979,10,26,44172.0,-18.112099782491747
1979,10,27,44173.0,-18.11452877602473
1979,10,28,44174.0,-18.11694867318124
1979,10,29,44175.0,-18.119353470288292
1979,10,30,44176.0,-18.121751753049708
1979,10,31,44177.0,-18.124142498721426
1979,11,1,44178.0,-18.12651875591926
1979,11,2,44179.0,-18.128883597602773
1979,11,3,44180.0,-18.131237678816145
1979,11,4,44181.0,-18.13359064990563
1979,11,5,44182.0,-18.13592898923578
1979,11,6,44183.0,-18.138281260273253
1979,11,7,44184.0,-18.140627799468806
1979,11,8,44185.0,-18.14300331332681
1979,11,9,44186.0,-18.145386018246793
1979,11,10,44187.0,-18.1478008833135
1979,11,11,44188.0,-18.150216700140724
1979,11,12,44189.0,-18.152662180361688
1979,11,13,44190.0,-18.155116509827405
1979,11,14,44191.0,-18.157562033993894
1979,11,15,44192.0,-18.160016914799012
1979,11,16,44193.0,-18.162472770153002
1979,11,17,44194.0,-18.164918887342914
1979,11,18,44195.0,-18.1673761305603
1979,11,19,44196.0,-18.169820031518334
1979,11,20,44197.0,-18.172280835870584
1979,11,21,44198.0,-18.17473915452106
1979,11,22,44199.0,-18.177202303756154
1979,11,23,44200.0,-18.17967440761118
1979,11,24,44201.0,-18.18215840457197
1979,11,25,44202.0,-18.184657965087407
1979,11,26,44203.0,-18.187163862175513
1979,11,27,44204.0,-18.189669813989013
1979,11,28,44205.0,-18.19218500090389
1979,11,29,44206.0,-18.194695429273278
1979,11,30,44207.0,-18.197222153618515
1979,12,1,44208.0,-18.19975783564297
1979,12,2,44209.0,-18.202304650429202
1979,12,3,44210.0,-18.2048639100643
1979,12,4,44211.0,-18.207440828913686
1979,12,5,44212.0,-18.210037866688047
1979,12,6,44213.0,-18.2126453763704
1979,12,7,44214.0,-18.215275466126116
1979,12,8,44215.0,-18.217925405477725
1979,12,9,44216.0,-18.22058467063449
1979,12,10,44217.0,-18.223233780060895
1979,12,11,44218.0,-18.225898060885463
1979,12,12,44219.0,-18.228545839053233
1979,12,13,44220.0,-18.2311732536331
1979,12,14,44221.0,-18.233795767557666
1979,12,15,44222.0,-18.23639569868397
1979,12,16,44223.0,-18.23898598570786
1979,12,17,44224.0,-18.241557593024115
1979,12,18,44225.0,-18.244124153652503
1979,12,19,44226.0,-18.246677044393994
1979,12,20,44227.0,-18.249228735193093
1979,12,21,44228.0,-18.251763918048837
1979,12,22,44229.0,-18.254294191714646
1979,12,23,44230.0,-18.25681422305735
1979,12,24,44231.0,-18.259321969968603
1979,12,25,44232.0,-18.261823019978298
1979,12,26,44233.0,-18.26429380329535
1979,12,27,44234.0,-18.266758299007734
1979,12,28,44235.0,-18.269203115188606
1979,12,29,44236.0,-18.271643967455113
1979,12,30,44237.0,-18.274069582538598
