Year,Month,Day,MJD,HAM_ms
1985,4,30,46185,0.12079294
1985,5,1,46186,0.11954643
1985,5,2,46187,0.11879582
1985,5,3,46188,0.11752120
1985,5,4,46189,0.11681781
1985,5,5,46190,0.11610592
1985,5,6,46191,0.11462061
1985,5,7,46192,0.11307806
1985,5,8,46193,0.11188300
1985,5,9,46194,0.11072276
1985,5,10,46195,0.10988059
1985,5,11,46196,0.10819168
1985,5,12,46197,0.10713375
1985,5,13,46198,0.10646156
1985,5,14,46199,0.10547175
1985,5,15,46200,0.10459535
1985,5,16,46201,0.10285691
1985,5,17,46202,0.10137861
1985,5,18,46203,0.09955405
1985,5,19,46204,0.09882352
1985,5,20,46205,0.09738967
1985,5,21,46206,0.09492793
1985,5,22,46207,0.09317945
1985,5,23,46208,0.09155118
1985,5,24,46209,0.09134526
1985,5,25,46210,0.09124739
1985,5,26,46211,0.08966238
1985,5,27,46212,0.08783316
1985,5,28,46213,0.08589600
1985,5,29,46214,0.08333011
1985,5,30,46215,0.08166618
1985,5,31,46216,0.08079933
1985,6,1,46217,0.08056068
1985,6,2,46218,0.07958727
1985,6,3,46219,0.07874520
1985,6,4,46220,0.07755631
1985,6,5,46221,0.07597516
1985,6,6,46222,0.07456207
1985,6,7,46223,0.07299739
1985,6,8,46224,0.07064312
1985,6,9,46225,0.06757019
1985,6,10,46226,0.06444585
1985,6,11,46227,0.06225166
1985,6,12,46228,0.06025549
1985,6,13,46229,0.05806011
1985,6,14,46230,0.05586119
1985,6,15,46231,0.05455562
1985,6,16,46232,0.05340737
1985,6,17,46233,0.05321222
1985,6,18,46234,0.05295245
1985,6,19,46235,0.05235048
1985,6,20,46236,0.05066129
1985,6,21,46237,0.04995103
1985,6,22,46238,0.04889684
1985,6,23,46239,0.04709127
1985,6,24,46240,0.04592251
1985,6,25,46241,0.04429006
1985,6,26,46242,0.04313133
1985,6,27,46243,0.04224459
1985,6,28,46244,0.04162076
1985,6,29,46245,0.03961050
1985,6,30,46246,0.03745116
1985,7,1,46247,0.03596479
1985,7,2,46248,0.03563075
1985,7,3,46249,0.03539354
1985,7,4,46250,0.03563252
1985,7,5,46251,0.03594451
1985,7,6,46252,0.03660824
1985,7,7,46253,0.03671414
1985,7,8,46254,0.03613597
1985,7,9,46255,0.03480159
1985,7,10,46256,0.03356231
1985,7,11,46257,0.03346953
1985,7,12,46258,0.03305257
1985,7,13,46259,0.03242902
1985,7,14,46260,0.03189602
1985,7,15,46261,0.03125141
1985,7,16,46262,0.03077304
1985,7,17,46263,0.03030326
1985,7,18,46264,0.02990449
1985,7,19,46265,0.02960786
1985,7,20,46266,0.02968096
1985,7,21,46267,0.02907185
1985,7,22,46268,0.02905175
1985,7,23,46269,0.02880983
1985,7,24,46270,0.02891083
1985,7,25,46271,0.02965989
1985,7,26,46272,0.02993235
1985,7,27,46273,0.02918216
1985,7,28,46274,0.02849066
1985,7,29,46275,0.02870736
1985,7,30,46276,0.02915781
1985,7,31,46277,0.03035990
1985,8,1,46278,0.03070549
1985,8,2,46279,0.03059777
1985,8,3,46280,0.02992691
1985,8,4,46281,0.02922904
1985,8,5,46282,0.02944153
1985,8,6,46283,0.02952927
1985,8,7,46284,0.02937866
1985,8,8,46285,0.02880607
1985,8,9,46286,0.02867115
1985,8,10,46287,0.02823273
1985,8,11,46288,0.02791672
1985,8,12,46289,0.02766807
1985,8,13,46290,0.02699972
1985,8,14,46291,0.02643202
1985,8,15,46292,0.02608934
1985,8,16,46293,0.02651760
1985,8,17,46294,0.02723174
1985,8,18,46295,0.02820174
1985,8,19,46296,0.02808599
1985,8,20,46297,0.02737366
1985,8,21,46298,0.02633488
1985,8,22,46299,0.02570299
1985,8,23,46300,0.02505814
1985,8,24,46301,0.02447174
1985,8,25,46302,0.02482480
1985,8,26,46303,0.02454528
1985,8,27,46304,0.02367839
1985,8,28,46305,0.02288900
1985,8,29,46306,0.02189339
1985,8,30,46307,0.02116765
1985,8,31,46308,0.02150589
1985,9,1,46309,0.02144452
1985,9,2,46310,0.02109357
1985,9,3,46311,0.02128165
1985,9,4,46312,0.02225443
1985,9,5,46313,0.02199909
1985,9,6,46314,0.02152330
1985,9,7,46315,0.02060356
1985,9,8,46316,0.02023337
1985,9,9,46317,0.02061838
1985,9,10,46318,0.02183306
1985,9,11,46319,0.02279552
1985,9,12,46320,0.02325329
1985,9,13,46321,0.02288199
1985,9,14,46322,0.02378503
1985,9,15,46323,0.02383427
1985,9,16,46324,0.02295796
1985,9,17,46325,0.02236091
1985,9,18,46326,0.02145805
1985,9,19,46327,0.02102678
1985,9,20,46328,0.01979705
1985,9,21,46329,0.01799859
1985,9,22,46330,0.01688648
1985,9,23,46331,0.01757894
1985,9,24,46332,0.01782161
1985,9,25,46333,0.01680918
1985,9,26,46334,0.01628172
1985,9,27,46335,0.01684739
1985,9,28,46336,0.01718678
1985,9,29,46337,0.01682922
1985,9,30,46338,0.01611629
1985,10,1,46339,0.01541372
1985,10,2,46340,0.01399144
1985,10,3,46341,0.01293884
1985,10,4,46342,0.01139992
1985,10,5,46343,0.01039760
1985,10,6,46344,0.00870762
1985,10,7,46345,0.00706808
1985,10,8,46346,0.00595720
1985,10,9,46347,0.00646723
1985,10,10,46348,0.00702476
1985,10,11,46349,0.00757694
1985,10,12,46350,0.00794849
1985,10,13,46351,0.00771492
1985,10,14,46352,0.00675973
1985,10,15,46353,0.00629288
1985,10,16,46354,0.00666525
1985,10,17,46355,0.00731814
1985,10,18,46356,0.00760898
1985,10,19,46357,0.00734469
1985,10,20,46358,0.00688931
1985,10,21,46359,0.00602456
1985,10,22,46360,0.00580789
1985,10,23,46361,0.00563752
1985,10,24,46362,0.00567281
1985,10,25,46363,0.00552836
1985,10,26,46364,0.00431930
1985,10,27,46365,0.00403016
1985,10,28,46366,0.00485920
1985,10,29,46367,0.00677970
1985,10,30,46368,0.00873500
1985,10,31,46369,0.01045104
1985,11,1,46370,0.01239060
1985,11,2,46371,0.01384144
1985,11,3,46372,0.01439370
1985,11,4,46373,0.01581751
1985,11,5,46374,0.01660770
1985,11,6,46375,0.01787917
1985,11,7,46376,0.01900298
1985,11,8,46377,0.01919706
1985,11,9,46378,0.01965650
1985,11,10,46379,0.02007455
1985,11,11,46380,0.02087076
1985,11,12,46381,0.02173089
1985,11,13,46382,0.02223625
1985,11,14,46383,0.02257415
1985,11,15,46384,0.02172240
1985,11,16,46385,0.02029419
1985,11,17,46386,0.01856740
1985,11,18,46387,0.01798994
1985,11,19,46388,0.01856930
1985,11,20,46389,0.01930667
1985,11,21,46390,0.01955851
1985,11,22,46391,0.02017896
1985,11,23,46392,0.02092400
1985,11,24,46393,0.02153039
1985,11,25,46394,0.02279165
1985,11,26,46395,0.02334105
1985,11,27,46396,0.02454451
1985,11,28,46397,0.02573554
1985,11,29,46398,0.02666961
1985,11,30,46399,0.02754862
1985,12,1,46400,0.02861795
1985,12,2,46401,0.03034119
1985,12,3,46402,0.03135686
1985,12,4,46403,0.03202755
1985,12,5,46404,0.03229209
1985,12,6,46405,0.03274152
1985,12,7,46406,0.03305476
1985,12,8,46407,0.03256864
1985,12,9,46408,0.03287913
1985,12,10,46409,0.03377531
1985,12,11,46410,0.03438381
1985,12,12,46411,0.03481339
1985,12,13,46412,0.03633653
1985,12,14,46413,0.03699115
1985,12,15,46414,0.03789979
1985,12,16,46415,0.03841451
1985,12,17,46416,0.03889762
1985,12,18,46417,0.04110973
1985,12,19,46418,0.04222309
1985,12,20,46419,0.04279932
1985,12,21,46420,0.04430684
1985,12,22,46421,0.04528165
1985,12,23,46422,0.04575775
1985,12,24,46423,0.04659245
1985,12,25,46424,0.04681599
1985,12,26,46425,0.04793307
1985,12,27,46426,0.04924567
1985,12,28,46427,0.05031053
1985,12,29,46428,0.05156182
1985,12,30,46429,0.05263242
1985,12,31,46430,0.05354329
1986,1,1,46431,0.05500116
1986,1,2,46432,0.05615301
1986,1,3,46433,0.05648342
1986,1,4,46434,0.05786822
1986,1,5,46435,0.05947998
1986,1,6,46436,0.06055623
1986,1,7,46437,0.06198719
1986,1,8,46438,0.06257804
1986,1,9,46439,0.06369578
1986,1,10,46440,0.06455027
1986,1,11,46441,0.06435332
1986,1,12,46442,0.06465215
1986,1,13,46443,0.06494610
1986,1,14,46444,0.06492412
1986,1,15,46445,0.06544669
1986,1,16,46446,0.06684197
1986,1,17,46447,0.06848162
1986,1,18,46448,0.06965628
1986,1,19,46449,0.07095886
1986,1,20,46450,0.07189915
1986,1,21,46451,0.07292347
1986,1,22,46452,0.07497054
1986,1,23,46453,0.07649034
1986,1,24,46454,0.07745199
1986,1,25,46455,0.07869445
1986,1,26,46456,0.07929720
1986,1,27,46457,0.08002318
1986,1,28,46458,0.07992365
1986,1,29,46459,0.07990492
1986,1,30,46460,0.07989128
1986,1,31,46461,0.08019471
1986,2,1,46462,0.08197539
1986,2,2,46463,0.08275422
1986,2,3,46464,0.08366603
1986,2,4,46465,0.08505986
1986,2,5,46466,0.08664793
1986,2,6,46467,0.08770009
1986,2,7,46468,0.08788405
1986,2,8,46469,0.08803910
1986,2,9,46470,0.08892514
1986,2,10,46471,0.09035020
1986,2,11,46472,0.09149136
1986,2,12,46473,0.09151915
1986,2,13,46474,0.09179407
1986,2,14,46475,0.09318145
1986,2,15,46476,0.09507651
1986,2,16,46477,0.09750547
1986,2,17,46478,0.09891476
1986,2,18,46479,0.09949782
1986,2,19,46480,0.10022875
1986,2,20,46481,0.10108741
1986,2,21,46482,0.10133119
1986,2,22,46483,0.10066981
1986,2,23,46484,0.10017505
1986,2,24,46485,0.10052794
1986,2,25,46486,0.10066939
1986,2,26,46487,0.10087301
1986,2,27,46488,0.10160089
1986,2,28,46489,0.10176697
1986,3,1,46490,0.10224874
1986,3,2,46491,0.10266744
1986,3,3,46492,0.10243635
1986,3,4,46493,0.10323571
1986,3,5,46494,0.10382523
1986,3,6,46495,0.10499913
1986,3,7,46496,0.10682457
1986,3,8,46497,0.10802966
1986,3,9,46498,0.10947983
1986,3,10,46499,0.11077348
1986,3,11,46500,0.11144990
1986,3,12,46501,0.11203900
1986,3,13,46502,0.11314699
1986,3,14,46503,0.11490421
1986,3,15,46504,0.11574120
1986,3,16,46505,0.11574465
1986,3,17,46506,0.11597498
1986,3,18,46507,0.11622015
1986,3,19,46508,0.11724506
1986,3,20,46509,0.11821727
1986,3,21,46510,0.11901395
1986,3,22,46511,0.11935314
1986,3,23,46512,0.11917952
1986,3,24,46513,0.11893526
1986,3,25,46514,0.11868172
1986,3,26,46515,0.11957958
1986,3,27,46516,0.12004733
1986,3,28,46517,0.11914924
1986,3,29,46518,0.11817418
1986,3,30,46519,0.11772685
1986,3,31,46520,0.11690206
1986,4,1,46521,0.11682532
1986,4,2,46522,0.11689974
1986,4,3,46523,0.11706644
1986,4,4,46524,0.11681117
1986,4,5,46525,0.11585304
1986,4,6,46526,0.11587545
1986,4,7,46527,0.11610977
1986,4,8,46528,0.11645557
1986,4,9,46529,0.11605854
1986,4,10,46530,0.11493037
1986,4,11,46531,0.11416350
1986,4,12,46532,0.11385833
1986,4,13,46533,0.11314689
1986,4,14,46534,0.11341393
1986,4,15,46535,0.11348819
1986,4,16,46536,0.11342955
1986,4,17,46537,0.11231447
1986,4,18,46538,0.11163514
1986,4,19,46539,0.11262726
1986,4,20,46540,0.11342702
1986,4,21,46541,0.11322704
1986,4,22,46542,0.11275472
1986,4,23,46543,0.11257016
1986,4,24,46544,0.11177466
1986,4,25,46545,0.11144804
1986,4,26,46546,0.11158769
1986,4,27,46547,0.11132605
1986,4,28,46548,0.11083666
1986,4,29,46549,0.11055304
1986,4,30,46550,0.11014157
1986,5,1,46551,0.10811888
1986,5,2,46552,0.10592041
1986,5,3,46553,0.10458404
1986,5,4,46554,0.10360240
1986,5,5,46555,0.10312709
1986,5,6,46556,0.10227149
1986,5,7,46557,0.09985162
1986,5,8,46558,0.09726942
1986,5,9,46559,0.09524589
1986,5,10,46560,0.09373249
1986,5,11,46561,0.09135168
1986,5,12,46562,0.08895458
1986,5,13,46563,0.08616801
1986,5,14,46564,0.08328281
1986,5,15,46565,0.08131826
1986,5,16,46566,0.08003264
1986,5,17,46567,0.07958698
1986,5,18,46568,0.07800064
1986,5,19,46569,0.07663822
1986,5,20,46570,0.07541508
1986,5,21,46571,0.07328680
1986,5,22,46572,0.07097928
1986,5,23,46573,0.06835154
1986,5,24,46574,0.06754230
1986,5,25,46575,0.06695898
1986,5,26,46576,0.06506705
1986,5,27,46577,0.06315103
1986,5,28,46578,0.06158791
1986,5,29,46579,0.05988235
1986,5,30,46580,0.05927447
1986,5,31,46581,0.05888749
1986,6,1,46582,0.05798869
1986,6,2,46583,0.05618982
1986,6,3,46584,0.05389569
1986,6,4,46585,0.05157152
1986,6,5,46586,0.04969184
1986,6,6,46587,0.04818277
1986,6,7,46588,0.04632126
1986,6,8,46589,0.04525930
1986,6,9,46590,0.04398056
1986,6,10,46591,0.04235138
1986,6,11,46592,0.04086298
1986,6,12,46593,0.04014154
1986,6,13,46594,0.03819260
1986,6,14,46595,0.03657629
1986,6,15,46596,0.03494819
1986,6,16,46597,0.03365399
1986,6,17,46598,0.03254844
1986,6,18,46599,0.03086171
1986,6,19,46600,0.02944017
1986,6,20,46601,0.02830584
1986,6,21,46602,0.02727801
1986,6,22,46603,0.02541012
1986,6,23,46604,0.02433568
1986,6,24,46605,0.02344428
1986,6,25,46606,0.02322067
1986,6,26,46607,0.02242013
1986,6,27,46608,0.02163882
1986,6,28,46609,0.02061289
1986,6,29,46610,0.02084565
1986,6,30,46611,0.02186804
1986,7,1,46612,0.02357471
1986,7,2,46613,0.02435078
1986,7,3,46614,0.02322314
1986,7,4,46615,0.02231594
1986,7,5,46616,0.02118004
1986,7,6,46617,0.02035416
1986,7,7,46618,0.01963290
1986,7,8,46619,0.01926512
1986,7,9,46620,0.01885914
1986,7,10,46621,0.01889736
1986,7,11,46622,0.01884940
1986,7,12,46623,0.01781637
1986,7,13,46624,0.01747170
1986,7,14,46625,0.01695191
1986,7,15,46626,0.01690752
1986,7,16,46627,0.01645962
1986,7,17,46628,0.01640943
1986,7,18,46629,0.01524498
1986,7,19,46630,0.01389003
1986,7,20,46631,0.01330061
1986,7,21,46632,0.01426139
1986,7,22,46633,0.01610399
1986,7,23,46634,0.01685969
1986,7,24,46635,0.01735166
1986,7,25,46636,0.01693854
1986,7,26,46637,0.01648846
1986,7,27,46638,0.01587272
1986,7,28,46639,0.01513152
1986,7,29,46640,0.01389391
1986,7,30,46641,0.01320019
1986,7,31,46642,0.01216324
1986,8,1,46643,0.01088442
1986,8,2,46644,0.00944718
1986,8,3,46645,0.00801315
1986,8,4,46646,0.00730868
1986,8,5,46647,0.00563699
1986,8,6,46648,0.00413052
1986,8,7,46649,0.00267578
1986,8,8,46650,0.00213031
1986,8,9,46651,0.00046963
1986,8,10,46652,-0.00113197
1986,8,11,46653,-0.00184188
1986,8,12,46654,-0.00218023
1986,8,13,46655,-0.00213970
1986,8,14,46656,-0.00228361
1986,8,15,46657,-0.00258342
1986,8,16,46658,-0.00369714
1986,8,17,46659,-0.00473567
1986,8,18,46660,-0.00505624
1986,8,19,46661,-0.00583300
1986,8,20,46662,-0.00759700
1986,8,21,46663,-0.00877648
1986,8,22,46664,-0.00908801
1986,8,23,46665,-0.00904147
1986,8,24,46666,-0.01037017
1986,8,25,46667,-0.01169558
1986,8,26,46668,-0.01300767
1986,8,27,46669,-0.01469825
1986,8,28,46670,-0.01498542
1986,8,29,46671,-0.01519508
1986,8,30,46672,-0.01597472
1986,8,31,46673,-0.01625263
1986,9,1,46674,-0.01576690
1986,9,2,46675,-0.01475916
1986,9,3,46676,-0.01345838
1986,9,4,46677,-0.01204535
1986,9,5,46678,-0.01177541
1986,9,6,46679,-0.01157333
1986,9,7,46680,-0.01218009
1986,9,8,46681,-0.01237888
1986,9,9,46682,-0.01257997
1986,9,10,46683,-0.01262471
1986,9,11,46684,-0.01208576
1986,9,12,46685,-0.01226626
1986,9,13,46686,-0.01308003
1986,9,14,46687,-0.01383683
1986,9,15,46688,-0.01445276
1986,9,16,46689,-0.01453752
1986,9,17,46690,-0.01486075
1986,9,18,46691,-0.01542429
1986,9,19,46692,-0.01572024
1986,9,20,46693,-0.01689709
1986,9,21,46694,-0.01846052
1986,9,22,46695,-0.01896766
1986,9,23,46696,-0.01901782
1986,9,24,46697,-0.01900622
1986,9,25,46698,-0.01774520
1986,9,26,46699,-0.01708128
1986,9,27,46700,-0.01610045
1986,9,28,46701,-0.01563520
1986,9,29,46702,-0.01444660
1986,9,30,46703,-0.01293463
1986,10,1,46704,-0.01235121
1986,10,2,46705,-0.01152582
1986,10,3,46706,-0.01044337
1986,10,4,46707,-0.00963482
1986,10,5,46708,-0.00907725
1986,10,6,46709,-0.00839052
1986,10,7,46710,-0.00813083
1986,10,8,46711,-0.00681136
1986,10,9,46712,-0.00507838
1986,10,10,46713,-0.00343694
1986,10,11,46714,-0.00256063
1986,10,12,46715,-0.00158508
1986,10,13,46716,-0.00140690
1986,10,14,46717,-0.00152085
1986,10,15,46718,-0.00176022
1986,10,16,46719,-0.00277345
1986,10,17,46720,-0.00362295
1986,10,18,46721,-0.00358624
1986,10,19,46722,-0.00308393
1986,10,20,46723,-0.00346558
1986,10,21,46724,-0.00366375
1986,10,22,46725,-0.00175284
1986,10,23,46726,-0.00080330
1986,10,24,46727,-0.00023191
1986,10,25,46728,0.00071387
1986,10,26,46729,0.00178059
1986,10,27,46730,0.00149982
1986,10,28,46731,0.00134962
1986,10,29,46732,0.00067117
1986,10,30,46733,0.00034213
1986,10,31,46734,0.00051795
1986,11,1,46735,0.00031654
1986,11,2,46736,0.00096120
1986,11,3,46737,0.00075591
1986,11,4,46738,0.00098762
1986,11,5,46739,0.00149516
1986,11,6,46740,0.00125886
1986,11,7,46741,0.00188397
1986,11,8,46742,0.00285374
1986,11,9,46743,0.00368487
1986,11,10,46744,0.00417834
1986,11,11,46745,0.00630175
1986,11,12,46746,0.00620285
1986,11,13,46747,0.00588902
1986,11,14,46748,0.00469533
1986,11,15,46749,0.00341249
1986,11,16,46750,0.00251043
1986,11,17,46751,0.00162024
1986,11,18,46752,0.00168887
1986,11,19,46753,0.00119451
1986,11,20,46754,0.00177671
1986,11,21,46755,0.00288881
1986,11,22,46756,0.00329433
1986,11,23,46757,0.00428728
1986,11,24,46758,0.00549326
1986,11,25,46759,0.00616944
1986,11,26,46760,0.00595103
1986,11,27,46761,0.00605180
1986,11,28,46762,0.00735008
1986,11,29,46763,0.00983241
1986,11,30,46764,0.01059923
1986,12,1,46765,0.01076202
1986,12,2,46766,0.01196028
1986,12,3,46767,0.01378955
1986,12,4,46768,0.01458010
1986,12,5,46769,0.01486923
1986,12,6,46770,0.01592473
1986,12,7,46771,0.01757568
1986,12,8,46772,0.01850989
1986,12,9,46773,0.01965831
1986,12,10,46774,0.02036870
1986,12,11,46775,0.02089548
1986,12,12,46776,0.02071423
1986,12,13,46777,0.02088843
1986,12,14,46778,0.02081755
1986,12,15,46779,0.02015240
1986,12,16,46780,0.01987174
1986,12,17,46781,0.02020153
1986,12,18,46782,0.02196436
1986,12,19,46783,0.02202686
1986,12,20,46784,0.02220425
1986,12,21,46785,0.02225689
1986,12,22,46786,0.02237438
1986,12,23,46787,0.02263354
1986,12,24,46788,0.02326159
1986,12,25,46789,0.02423123
1986,12,26,46790,0.02472484
1986,12,27,46791,0.02495910
1986,12,28,46792,0.02585170
1986,12,29,46793,0.02662686
1986,12,30,46794,0.02737511
1986,12,31,46795,0.02891010
1987,1,1,46796,0.03170820
1987,1,2,46797,0.03269902
1987,1,3,46798,0.03365857
1987,1,4,46799,0.03431950
1987,1,5,46800,0.03455059
1987,1,6,46801,0.03418933
1987,1,7,46802,0.03394029
1987,1,8,46803,0.03389100
1987,1,9,46804,0.03458095
1987,1,10,46805,0.03573067
1987,1,11,46806,0.03709842
1987,1,12,46807,0.03820486
1987,1,13,46808,0.03829053
1987,1,14,46809,0.03912599
1987,1,15,46810,0.04013813
1987,1,16,46811,0.04073301
1987,1,17,46812,0.04163814
1987,1,18,46813,0.04298405
1987,1,19,46814,0.04526043
1987,1,20,46815,0.04651731
1987,1,21,46816,0.04684392
1987,1,22,46817,0.04751598
1987,1,23,46818,0.04817387
1987,1,24,46819,0.04808315
1987,1,25,46820,0.04908823
1987,1,26,46821,0.04960052
1987,1,27,46822,0.05058281
1987,1,28,46823,0.05195026
1987,1,29,46824,0.05336985
1987,1,30,46825,0.05414747
1987,1,31,46826,0.05371894
1987,2,1,46827,0.05352081
1987,2,2,46828,0.05346077
1987,2,3,46829,0.05398123
1987,2,4,46830,0.05370162
1987,2,5,46831,0.05391008
1987,2,6,46832,0.05399506
1987,2,7,46833,0.05439307
1987,2,8,46834,0.05468331
1987,2,9,46835,0.05536957
1987,2,10,46836,0.05638142
1987,2,11,46837,0.05742980
1987,2,12,46838,0.05896755
1987,2,13,46839,0.06024571
1987,2,14,46840,0.06110089
1987,2,15,46841,0.06245784
1987,2,16,46842,0.06414316
1987,2,17,46843,0.06492167
1987,2,18,46844,0.06556034
1987,2,19,46845,0.06654939
1987,2,20,46846,0.06762285
1987,2,21,46847,0.06839031
1987,2,22,46848,0.06912787
1987,2,23,46849,0.06964201
1987,2,24,46850,0.06978601
1987,2,25,46851,0.07023339
1987,2,26,46852,0.07234227
1987,2,27,46853,0.07335004
1987,2,28,46854,0.07472632
1987,3,1,46855,0.07587466
1987,3,2,46856,0.07725893
1987,3,3,46857,0.07828460
1987,3,4,46858,0.07824586
1987,3,5,46859,0.07799838
1987,3,6,46860,0.07761802
1987,3,7,46861,0.07770999
1987,3,8,46862,0.07815348
1987,3,9,46863,0.07907009
1987,3,10,46864,0.07934845
1987,3,11,46865,0.07979647
1987,3,12,46866,0.08036788
1987,3,13,46867,0.08015335
1987,3,14,46868,0.07980917
1987,3,15,46869,0.08004700
1987,3,16,46870,0.08079346
1987,3,17,46871,0.08254167
1987,3,18,46872,0.08429767
1987,3,19,46873,0.08420100
1987,3,20,46874,0.08345364
1987,3,21,46875,0.08352371
1987,3,22,46876,0.08340240
1987,3,23,46877,0.08517083
1987,3,24,46878,0.08646090
1987,3,25,46879,0.08653783
1987,3,26,46880,0.08652633
1987,3,27,46881,0.08813602
1987,3,28,46882,0.08769897
1987,3,29,46883,0.08884823
1987,3,30,46884,0.08973491
1987,3,31,46885,0.09145355
1987,4,1,46886,0.09159406
1987,4,2,46887,0.09202828
1987,4,3,46888,0.09235598
1987,4,4,46889,0.09202501
1987,4,5,46890,0.09192864
1987,4,6,46891,0.09217018
1987,4,7,46892,0.09144982
1987,4,8,46893,0.09096025
1987,4,9,46894,0.09107522
1987,4,10,46895,0.09121566
1987,4,11,46896,0.09100347
1987,4,12,46897,0.08988812
1987,4,13,46898,0.08955003
1987,4,14,46899,0.08886981
1987,4,15,46900,0.08721399
1987,4,16,46901,0.08509218
1987,4,17,46902,0.08252506
1987,4,18,46903,0.07978818
1987,4,19,46904,0.07776939
1987,4,20,46905,0.07494139
1987,4,21,46906,0.07350438
1987,4,22,46907,0.07132144
1987,4,23,46908,0.06943826
1987,4,24,46909,0.06791729
1987,4,25,46910,0.06739980
1987,4,26,46911,0.06623865
1987,4,27,46912,0.06516113
1987,4,28,46913,0.06335041
1987,4,29,46914,0.06172586
1987,4,30,46915,0.06118313
1987,5,1,46916,0.06061321
1987,5,2,46917,0.05993914
1987,5,3,46918,0.05904301
1987,5,4,46919,0.05817802
1987,5,5,46920,0.05731074
1987,5,6,46921,0.05668742
1987,5,7,46922,0.05463178
1987,5,8,46923,0.05253649
1987,5,9,46924,0.05101959
1987,5,10,46925,0.04931444
1987,5,11,46926,0.04707985
1987,5,12,46927,0.04519408
1987,5,13,46928,0.04362936
1987,5,14,46929,0.04203705
1987,5,15,46930,0.04073785
1987,5,16,46931,0.03899288
1987,5,17,46932,0.03663323
1987,5,18,46933,0.03517202
1987,5,19,46934,0.03429644
1987,5,20,46935,0.03437242
1987,5,21,46936,0.03443375
1987,5,22,46937,0.03382762
1987,5,23,46938,0.03265434
1987,5,24,46939,0.03140126
1987,5,25,46940,0.02999152
1987,5,26,46941,0.02812154
1987,5,27,46942,0.02644903
1987,5,28,46943,0.02408585
1987,5,29,46944,0.02237497
1987,5,30,46945,0.02054895
1987,5,31,46946,0.02017381
1987,6,1,46947,0.01943356
1987,6,2,46948,0.01858714
1987,6,3,46949,0.01812622
1987,6,4,46950,0.01856992
1987,6,5,46951,0.01934050
1987,6,6,46952,0.02002654
1987,6,7,46953,0.01954790
1987,6,8,46954,0.01884171
1987,6,9,46955,0.01782368
1987,6,10,46956,0.01577420
1987,6,11,46957,0.01347481
1987,6,12,46958,0.01220797
1987,6,13,46959,0.01117128
1987,6,14,46960,0.00965660
1987,6,15,46961,0.00865356
1987,6,16,46962,0.00703106
1987,6,17,46963,0.00547380
1987,6,18,46964,0.00432259
1987,6,19,46965,0.00395570
1987,6,20,46966,0.00276386
1987,6,21,46967,0.00083068
1987,6,22,46968,-0.00191632
1987,6,23,46969,-0.00419233
1987,6,24,46970,-0.00611670
1987,6,25,46971,-0.00745525
1987,6,26,46972,-0.00883386
1987,6,27,46973,-0.01068080
1987,6,28,46974,-0.01327168
1987,6,29,46975,-0.01502042
1987,6,30,46976,-0.01605625
1987,7,1,46977,-0.01707323
1987,7,2,46978,-0.01774694
1987,7,3,46979,-0.01847404
1987,7,4,46980,-0.01922518
1987,7,5,46981,-0.01990997
1987,7,6,46982,-0.02128692
1987,7,7,46983,-0.02222491
1987,7,8,46984,-0.02296075
1987,7,9,46985,-0.02365950
1987,7,10,46986,-0.02455255
1987,7,11,46987,-0.02582085
1987,7,12,46988,-0.02654311
1987,7,13,46989,-0.02769631
1987,7,14,46990,-0.02906222
1987,7,15,46991,-0.03067907
1987,7,16,46992,-0.03201048
1987,7,17,46993,-0.03232058
1987,7,18,46994,-0.03307870
1987,7,19,46995,-0.03345033
1987,7,20,46996,-0.03548473
1987,7,21,46997,-0.03634303
1987,7,22,46998,-0.03745098
1987,7,23,46999,-0.03866462
1987,7,24,47000,-0.03876112
1987,7,25,47001,-0.03800253
1987,7,26,47002,-0.03771960
1987,7,27,47003,-0.03781906
1987,7,28,47004,-0.03738602
1987,7,29,47005,-0.03680927
1987,7,30,47006,-0.03525060
1987,7,31,47007,-0.03370442
1987,8,1,47008,-0.03348348
1987,8,2,47009,-0.03427821
1987,8,3,47010,-0.03461974
1987,8,4,47011,-0.03513653
1987,8,5,47012,-0.03540587
1987,8,6,47013,-0.03514070
1987,8,7,47014,-0.03539289
1987,8,8,47015,-0.03637283
1987,8,9,47016,-0.03701046
1987,8,10,47017,-0.03666666
1987,8,11,47018,-0.03578455
1987,8,12,47019,-0.03510524
1987,8,13,47020,-0.03441871
1987,8,14,47021,-0.03375673
1987,8,15,47022,-0.03392820
1987,8,16,47023,-0.03409922
1987,8,17,47024,-0.03409175
1987,8,18,47025,-0.03406181
1987,8,19,47026,-0.03455681
1987,8,20,47027,-0.03508167
1987,8,21,47028,-0.03443492
1987,8,22,47029,-0.03364017
1987,8,23,47030,-0.03298510
1987,8,24,47031,-0.03189479
1987,8,25,47032,-0.03122018
1987,8,26,47033,-0.02970136
1987,8,27,47034,-0.02829175
1987,8,28,47035,-0.02793502
1987,8,29,47036,-0.02873641
1987,8,30,47037,-0.02912998
1987,8,31,47038,-0.02978638
1987,9,1,47039,-0.03032461
1987,9,2,47040,-0.03141625
1987,9,3,47041,-0.03276963
1987,9,4,47042,-0.03411263
1987,9,5,47043,-0.03396987
1987,9,6,47044,-0.03433261
1987,9,7,47045,-0.03475441
1987,9,8,47046,-0.03610827
1987,9,9,47047,-0.03781690
