Year,Month,Day,MJD,SLAM_ms
1982,6,29,45149,-0.04936340
1982,6,30,45150,-0.04443650
1982,7,1,45151,-0.04247634
1982,7,2,45152,-0.03874190
1982,7,3,45153,-0.03375916
1982,7,4,45154,-0.03323419
1982,7,5,45155,-0.03407341
1982,7,6,45156,-0.03532684
1982,7,7,45157,-0.03600587
1982,7,8,45158,-0.03201437
1982,7,9,45159,-0.02721651
1982,7,10,45160,-0.02266164
1982,7,11,45161,-0.02432637
1982,7,12,45162,-0.02831610
1982,7,13,45163,-0.02695916
1982,7,14,45164,-0.02530854
1982,7,15,45165,-0.02569754
1982,7,16,45166,-0.01979221
1982,7,17,45167,-0.01347485
1982,7,18,45168,-0.01465443
1982,7,19,45169,-0.01196949
1982,7,20,45170,-0.00684999
1982,7,21,45171,-0.00602680
1982,7,22,45172,-0.01252335
1982,7,23,45173,-0.01783141
1982,7,24,45174,-0.01498111
1982,7,25,45175,-0.00869319
1982,7,26,45176,-0.00267221
1982,7,27,45177,0.00335147
1982,7,28,45178,0.00600538
1982,7,29,45179,0.00505677
1982,7,30,45180,-0.00071950
1982,7,31,45181,-0.00690072
1982,8,1,45182,-0.00656316
1982,8,2,45183,-0.00641160
1982,8,3,45184,-0.00304521
1982,8,4,45185,0.00334999
1982,8,5,45186,0.00518045
1982,8,6,45187,0.00353952
1982,8,7,45188,0.00070186
1982,8,8,45189,-0.00053280
1982,8,9,45190,-0.00061412
1982,8,10,45191,0.00044489
1982,8,11,45192,0.00331763
1982,8,12,45193,0.00450146
1982,8,13,45194,0.00349773
1982,8,14,45195,0.00339305
1982,8,15,45196,0.00435823
1982,8,16,45197,0.00219469
1982,8,17,45198,0.00305849
1982,8,18,45199,0.00642071
1982,8,19,45200,0.00972779
1982,8,20,45201,0.01392465
1982,8,21,45202,0.01746866
1982,8,22,45203,0.01821098
1982,8,23,45204,0.01351429
1982,8,24,45205,0.01080008
1982,8,25,45206,0.00781654
1982,8,26,45207,0.00963564
1982,8,27,45208,0.01456262
1982,8,28,45209,0.01405519
1982,8,29,45210,0.01556659
1982,8,30,45211,0.01749309
1982,8,31,45212,0.01710405
1982,9,1,45213,0.01803080
1982,9,2,45214,0.01674647
1982,9,3,45215,0.01470418
1982,9,4,45216,0.01730747
1982,9,5,45217,0.02403773
1982,9,6,45218,0.03191556
1982,9,7,45219,0.03672249
1982,9,8,45220,0.03609759
1982,9,9,45221,0.03273782
1982,9,10,45222,0.03371420
1982,9,11,45223,0.03596047
1982,9,12,45224,0.03496868
1982,9,13,45225,0.03558417
1982,9,14,45226,0.03769418
1982,9,15,45227,0.04000535
1982,9,16,45228,0.04662034
1982,9,17,45229,0.04766066
1982,9,18,45230,0.04266246
1982,9,19,45231,0.03966443
1982,9,20,45232,0.04174381
1982,9,21,45233,0.04443306
1982,9,22,45234,0.04681027
1982,9,23,45235,0.04769720
1982,9,24,45236,0.04498761
1982,9,25,45237,0.04460997
1982,9,26,45238,0.04386563
1982,9,27,45239,0.04091342
1982,9,28,45240,0.03873814
1982,9,29,45241,0.04226159
1982,9,30,45242,0.04614211
1982,10,1,45243,0.04845387
1982,10,2,45244,0.04752744
1982,10,3,45245,0.04603304
1982,10,4,45246,0.04693109
1982,10,5,45247,0.04409886
1982,10,6,45248,0.04147700
1982,10,7,45249,0.04014504
1982,10,8,45250,0.03712357
1982,10,9,45251,0.03460833
1982,10,10,45252,0.03282397
1982,10,11,45253,0.03608009
1982,10,12,45254,0.03701569
1982,10,13,45255,0.03345174
1982,10,14,45256,0.03545130
1982,10,15,45257,0.04143427
1982,10,16,45258,0.04716579
1982,10,17,45259,0.04572807
1982,10,18,45260,0.04111668
1982,10,19,45261,0.03804263
1982,10,20,45262,0.03703833
1982,10,21,45263,0.04043027
1982,10,22,45264,0.04227171
1982,10,23,45265,0.04263052
1982,10,24,45266,0.04642929
1982,10,25,45267,0.05170927
1982,10,26,45268,0.05336353
1982,10,27,45269,0.04999027
1982,10,28,45270,0.04671469
1982,10,29,45271,0.04877114
1982,10,30,45272,0.04882143
1982,10,31,45273,0.04617358
1982,11,1,45274,0.04522496
1982,11,2,45275,0.04446129
1982,11,3,45276,0.04284452
1982,11,4,45277,0.04075431
1982,11,5,45278,0.04105656
1982,11,6,45279,0.04131971
1982,11,7,45280,0.03988856
1982,11,8,45281,0.03959259
1982,11,9,45282,0.04022399
1982,11,10,45283,0.03723690
1982,11,11,45284,0.03461743
1982,11,12,45285,0.03530860
1982,11,13,45286,0.03496735
1982,11,14,45287,0.03411207
1982,11,15,45288,0.03561236
1982,11,16,45289,0.03904970
1982,11,17,45290,0.03995723
1982,11,18,45291,0.03691427
1982,11,19,45292,0.03429035
1982,11,20,45293,0.03172055
1982,11,21,45294,0.02813605
1982,11,22,45295,0.02452673
1982,11,23,45296,0.02429024
1982,11,24,45297,0.02606924
1982,11,25,45298,0.02600244
1982,11,26,45299,0.02555139
1982,11,27,45300,0.02366813
1982,11,28,45301,0.02006038
1982,11,29,45302,0.01839980
1982,11,30,45303,0.01889730
1982,12,1,45304,0.02001650
1982,12,2,45305,0.01914929
1982,12,3,45306,0.01741167
1982,12,4,45307,0.01966758
1982,12,5,45308,0.02118523
1982,12,6,45309,0.01829414
1982,12,7,45310,0.01745512
1982,12,8,45311,0.01795875
1982,12,9,45312,0.01424782
1982,12,10,45313,0.00863582
1982,12,11,45314,0.00233054
1982,12,12,45315,-0.00063318
1982,12,13,45316,0.00064431
1982,12,14,45317,-0.00003543
1982,12,15,45318,-0.00052231
1982,12,16,45319,0.00088312
1982,12,17,45320,0.00310727
1982,12,18,45321,0.00328900
1982,12,19,45322,0.00148803
1982,12,20,45323,0.00024327
1982,12,21,45324,-0.00076594
1982,12,22,45325,-0.00201393
1982,12,23,45326,-0.00485343
1982,12,24,45327,-0.01157578
1982,12,25,45328,-0.01769254
1982,12,26,45329,-0.01572798
1982,12,27,45330,-0.01262773
1982,12,28,45331,-0.01350540
1982,12,29,45332,-0.01609558
1982,12,30,45333,-0.01826216
1982,12,31,45334,-0.02036341
1983,1,1,45335,-0.02167542
1983,1,2,45336,-0.02145761
1983,1,3,45337,-0.02167110
1983,1,4,45338,-0.02200453
1983,1,5,45339,-0.02388754
1983,1,6,45340,-0.02885065
1983,1,7,45341,-0.03115454
1983,1,8,45342,-0.03061403
1983,1,9,45343,-0.03202507
1983,1,10,45344,-0.03101577
1983,1,11,45345,-0.02946537
1983,1,12,45346,-0.03079980
1983,1,13,45347,-0.03283523
1983,1,14,45348,-0.03478939
1983,1,15,45349,-0.03678111
1983,1,16,45350,-0.03691606
1983,1,17,45351,-0.03687576
1983,1,18,45352,-0.03683182
1983,1,19,45353,-0.03428464
1983,1,20,45354,-0.03471849
1983,1,21,45355,-0.03668368
1983,1,22,45356,-0.03561746
1983,1,23,45357,-0.03481963
1983,1,24,45358,-0.03460470
1983,1,25,45359,-0.03229344
1983,1,26,45360,-0.03281345
1983,1,27,45361,-0.03996976
1983,1,28,45362,-0.04753050
1983,1,29,45363,-0.05135922
1983,1,30,45364,-0.05380872
1983,1,31,45365,-0.05611292
1983,2,1,45366,-0.05679680
1983,2,2,45367,-0.05773890
1983,2,3,45368,-0.05881296
1983,2,4,45369,-0.06066370
1983,2,5,45370,-0.06581605
1983,2,6,45371,-0.07020007
1983,2,7,45372,-0.07347596
1983,2,8,45373,-0.07574951
1983,2,9,45374,-0.07500897
1983,2,10,45375,-0.07631548
1983,2,11,45376,-0.08058442
1983,2,12,45377,-0.08346490
1983,2,13,45378,-0.07970267
1983,2,14,45379,-0.07611790
1983,2,15,45380,-0.07751629
1983,2,16,45381,-0.07741018
1983,2,17,45382,-0.07699791
1983,2,18,45383,-0.07561928
1983,2,19,45384,-0.07490799
1983,2,20,45385,-0.07641915
1983,2,21,45386,-0.07590302
1983,2,22,45387,-0.07650733
1983,2,23,45388,-0.07515710
1983,2,24,45389,-0.07118021
1983,2,25,45390,-0.07077481
1983,2,26,45391,-0.06911989
1983,2,27,45392,-0.06932828
1983,2,28,45393,-0.07033977
1983,3,1,45394,-0.06806900
1983,3,2,45395,-0.06832021
1983,3,3,45396,-0.07416339
1983,3,4,45397,-0.08130042
1983,3,5,45398,-0.08301770
1983,3,6,45399,-0.08174429
1983,3,7,45400,-0.08260052
1983,3,8,45401,-0.08553532
1983,3,9,45402,-0.08568582
1983,3,10,45403,-0.08688689
1983,3,11,45404,-0.09007895
1983,3,12,45405,-0.08924172
1983,3,13,45406,-0.09071899
1983,3,14,45407,-0.09371004
1983,3,15,45408,-0.09606277
1983,3,16,45409,-0.09888538
1983,3,17,45410,-0.09950211
1983,3,18,45411,-0.09950896
1983,3,19,45412,-0.10145184
1983,3,20,45413,-0.10442978
1983,3,21,45414,-0.10684345
1983,3,22,45415,-0.10663468
1983,3,23,45416,-0.10173058
1983,3,24,45417,-0.10028525
1983,3,25,45418,-0.10378831
1983,3,26,45419,-0.10533734
1983,3,27,45420,-0.10845100
1983,3,28,45421,-0.11097412
1983,3,29,45422,-0.10888669
1983,3,30,45423,-0.10862768
1983,3,31,45424,-0.10834092
1983,4,1,45425,-0.10936718
1983,4,2,45426,-0.11133236
1983,4,3,45427,-0.11094887
1983,4,4,45428,-0.11129310
1983,4,5,45429,-0.11090398
1983,4,6,45430,-0.11265698
1983,4,7,45431,-0.11794984
1983,4,8,45432,-0.11983597
1983,4,9,45433,-0.11820039
1983,4,10,45434,-0.11925411
1983,4,11,45435,-0.11960564
1983,4,12,45436,-0.12007550
1983,4,13,45437,-0.12210739
1983,4,14,45438,-0.12207956
1983,4,15,45439,-0.11844732
1983,4,16,45440,-0.11467422
1983,4,17,45441,-0.11524699
1983,4,18,45442,-0.11373484
1983,4,19,45443,-0.10993279
1983,4,20,45444,-0.10988046
1983,4,21,45445,-0.11207514
1983,4,22,45446,-0.11323372
1983,4,23,45447,-0.11338721
1983,4,24,45448,-0.11260543
1983,4,25,45449,-0.11254212
1983,4,26,45450,-0.11131526
1983,4,27,45451,-0.11123079
1983,4,28,45452,-0.11350572
1983,4,29,45453,-0.11614011
1983,4,30,45454,-0.11755339
1983,5,1,45455,-0.11509862
1983,5,2,45456,-0.11524494
1983,5,3,45457,-0.11838448
1983,5,4,45458,-0.12027500
1983,5,5,45459,-0.11955145
1983,5,6,45460,-0.11963842
1983,5,7,45461,-0.12245796
1983,5,8,45462,-0.12419915
1983,5,9,45463,-0.12585501
1983,5,10,45464,-0.12384511
1983,5,11,45465,-0.11718328
1983,5,12,45466,-0.11714714
1983,5,13,45467,-0.11940348
1983,5,14,45468,-0.11433065
1983,5,15,45469,-0.10829415
1983,5,16,45470,-0.10793284
1983,5,17,45471,-0.11067344
1983,5,18,45472,-0.11142041
1983,5,19,45473,-0.11409243
1983,5,20,45474,-0.11926118
1983,5,21,45475,-0.11917209
1983,5,22,45476,-0.11666412
1983,5,23,45477,-0.11478699
1983,5,24,45478,-0.11493678
1983,5,25,45479,-0.11406701
1983,5,26,45480,-0.11063262
1983,5,27,45481,-0.10681164
1983,5,28,45482,-0.10564349
1983,5,29,45483,-0.10812541
1983,5,30,45484,-0.10686081
1983,5,31,45485,-0.09885262
1983,6,1,45486,-0.09062034
1983,6,2,45487,-0.09097940
1983,6,3,45488,-0.09339115
1983,6,4,45489,-0.08780089
1983,6,5,45490,-0.08366440
1983,6,6,45491,-0.08223885
1983,6,7,45492,-0.07910275
1983,6,8,45493,-0.07884124
1983,6,9,45494,-0.07915535
1983,6,10,45495,-0.07974901
1983,6,11,45496,-0.07769763
1983,6,12,45497,-0.07390969
1983,6,13,45498,-0.07102130
1983,6,14,45499,-0.06624986
1983,6,15,45500,-0.06102124
1983,6,16,45501,-0.05721620
1983,6,17,45502,-0.05471505
1983,6,18,45503,-0.05316980
1983,6,19,45504,-0.05525277
1983,6,20,45505,-0.05801143
1983,6,21,45506,-0.05547261
1983,6,22,45507,-0.05131475
1983,6,23,45508,-0.05259101
1983,6,24,45509,-0.05456123
1983,6,25,45510,-0.05091306
1983,6,26,45511,-0.04746101
1983,6,27,45512,-0.04377557
1983,6,28,45513,-0.04194910
1983,6,29,45514,-0.04636330
1983,6,30,45515,-0.04837365
1983,7,1,45516,-0.04335438
1983,7,2,45517,-0.04314082
1983,7,3,45518,-0.04609331
1983,7,4,45519,-0.04559595
1983,7,5,45520,-0.04252572
1983,7,6,45521,-0.03786180
1983,7,7,45522,-0.03426874
1983,7,8,45523,-0.02918557
1983,7,9,45524,-0.02807449
1983,7,10,45525,-0.02807968
1983,7,11,45526,-0.02713439
1983,7,12,45527,-0.02920767
1983,7,13,45528,-0.02822395
1983,7,14,45529,-0.02687208
1983,7,15,45530,-0.03072243
1983,7,16,45531,-0.03474463
1983,7,17,45532,-0.03159934
1983,7,18,45533,-0.02650966
1983,7,19,45534,-0.02438944
1983,7,20,45535,-0.01958014
1983,7,21,45536,-0.01427374
1983,7,22,45537,-0.01207370
1983,7,23,45538,-0.01161328
1983,7,24,45539,-0.01237653
1983,7,25,45540,-0.01516638
1983,7,26,45541,-0.01518984
1983,7,27,45542,-0.01118306
1983,7,28,45543,-0.01201595
1983,7,29,45544,-0.01360953
1983,7,30,45545,-0.01217091
1983,7,31,45546,-0.01007503
1983,8,1,45547,-0.00872911
1983,8,2,45548,-0.01213694
1983,8,3,45549,-0.01106079
1983,8,4,45550,-0.00408812
1983,8,5,45551,0.00054864
1983,8,6,45552,0.00008103
1983,8,7,45553,-0.00628305
1983,8,8,45554,-0.01153240
1983,8,9,45555,-0.01373195
1983,8,10,45556,-0.01413322
1983,8,11,45557,-0.01110717
1983,8,12,45558,-0.00899708
1983,8,13,45559,-0.01016271
1983,8,14,45560,-0.00844273
1983,8,15,45561,-0.00296117
1983,8,16,45562,0.00137544
1983,8,17,45563,0.00257551
1983,8,18,45564,0.00159774
1983,8,19,45565,-0.00029516
1983,8,20,45566,-0.00215645
1983,8,21,45567,-0.00371298
1983,8,22,45568,-0.00372628
1983,8,23,45569,0.00091664
1983,8,24,45570,0.00471619
1983,8,25,45571,0.00494778
1983,8,26,45572,0.00832570
1983,8,27,45573,0.01421710
1983,8,28,45574,0.01593240
1983,8,29,45575,0.01141653
1983,8,30,45576,0.00997209
1983,8,31,45577,0.01323890
1983,9,1,45578,0.01211810
1983,9,2,45579,0.00917012
1983,9,3,45580,0.00848140
1983,9,4,45581,0.00828312
1983,9,5,45582,0.00997058
1983,9,6,45583,0.01007653
1983,9,7,45584,0.00610095
1983,9,8,45585,0.00178388
1983,9,9,45586,0.00319737
1983,9,10,45587,0.00784210
1983,9,11,45588,0.00812028
1983,9,12,45589,0.00497079
1983,9,13,45590,0.00130221
1983,9,14,45591,-0.00053486
1983,9,15,45592,-0.00034011
1983,9,16,45593,0.00113421
1983,9,17,45594,0.00065858
1983,9,18,45595,-0.00108271
1983,9,19,45596,0.00154216
1983,9,20,45597,0.00497293
1983,9,21,45598,0.00823201
1983,9,22,45599,0.01463840
1983,9,23,45600,0.02103116
1983,9,24,45601,0.02213142
1983,9,25,45602,0.01945081
1983,9,26,45603,0.01530503
1983,9,27,45604,0.01295127
1983,9,28,45605,0.01560204
1983,9,29,45606,0.01564993
1983,9,30,45607,0.01470458
1983,10,1,45608,0.01496024
1983,10,2,45609,0.01674448
1983,10,3,45610,0.01988561
1983,10,4,45611,0.01662344
1983,10,5,45612,0.01112646
1983,10,6,45613,0.01281264
1983,10,7,45614,0.01393144
1983,10,8,45615,0.01334777
1983,10,9,45616,0.01647042
1983,10,10,45617,0.01929641
1983,10,11,45618,0.01942973
1983,10,12,45619,0.01765078
1983,10,13,45620,0.01726375
1983,10,14,45621,0.01774491
1983,10,15,45622,0.01702548
1983,10,16,45623,0.01443000
1983,10,17,45624,0.00851409
1983,10,18,45625,0.00716544
1983,10,19,45626,0.01359712
1983,10,20,45627,0.01790812
1983,10,21,45628,0.01700886
1983,10,22,45629,0.01500882
1983,10,23,45630,0.01605117
1983,10,24,45631,0.01808120
1983,10,25,45632,0.01774852
1983,10,26,45633,0.01954000
1983,10,27,45634,0.02349425
1983,10,28,45635,0.02643292
1983,10,29,45636,0.02823955
1983,10,30,45637,0.02613971
1983,10,31,45638,0.02303461
1983,11,1,45639,0.02114475
1983,11,2,45640,0.02113416
1983,11,3,45641,0.02568719
1983,11,4,45642,0.02961233
1983,11,5,45643,0.03128875
1983,11,6,45644,0.03181674
1983,11,7,45645,0.03034613
1983,11,8,45646,0.03046751
1983,11,9,45647,0.03411605
1983,11,10,45648,0.03716673
1983,11,11,45649,0.03694237
1983,11,12,45650,0.03677017
1983,11,13,45651,0.03423298
1983,11,14,45652,0.02890487
1983,11,15,45653,0.02841676
1983,11,16,45654,0.03253942
1983,11,17,45655,0.03375369
1983,11,18,45656,0.03091068
1983,11,19,45657,0.02660296
1983,11,20,45658,0.02181382
1983,11,21,45659,0.02170650
1983,11,22,45660,0.02173168
1983,11,23,45661,0.02072277
1983,11,24,45662,0.02166179
1983,11,25,45663,0.01974780
1983,11,26,45664,0.01847515
1983,11,27,45665,0.01429637
1983,11,28,45666,0.00871680
1983,11,29,45667,0.00803120
1983,11,30,45668,0.00553640
1983,12,1,45669,0.00170557
1983,12,2,45670,-0.00157063
1983,12,3,45671,-0.00537107
1983,12,4,45672,-0.00646110
1983,12,5,45673,-0.00697019
1983,12,6,45674,-0.00656557
1983,12,7,45675,-0.00376711
1983,12,8,45676,-0.00107590
1983,12,9,45677,-0.00070468
1983,12,10,45678,-0.00408328
1983,12,11,45679,-0.00716014
1983,12,12,45680,-0.00826514
1983,12,13,45681,-0.00921013
1983,12,14,45682,-0.01166189
1983,12,15,45683,-0.01490522
1983,12,16,45684,-0.01337880
1983,12,17,45685,-0.01127869
1983,12,18,45686,-0.01538367
1983,12,19,45687,-0.01929966
1983,12,20,45688,-0.01941334
1983,12,21,45689,-0.01910192
1983,12,22,45690,-0.01834210
1983,12,23,45691,-0.01646476
1983,12,24,45692,-0.01472630
1983,12,25,45693,-0.01316646
1983,12,26,45694,-0.01171284
1983,12,27,45695,-0.01704690
1983,12,28,45696,-0.02421277
1983,12,29,45697,-0.02418158
1983,12,30,45698,-0.02529911
1983,12,31,45699,-0.03115410
1984,1,1,45700,-0.03451018
1984,1,2,45701,-0.03698995
1984,1,3,45702,-0.03931279
1984,1,4,45703,-0.04031304
1984,1,5,45704,-0.04235916
1984,1,6,45705,-0.04617287
1984,1,7,45706,-0.05119067
1984,1,8,45707,-0.05370725
1984,1,9,45708,-0.05543449
1984,1,10,45709,-0.05911056
1984,1,11,45710,-0.06584383
1984,1,12,45711,-0.06810661
1984,1,13,45712,-0.06918033
1984,1,14,45713,-0.07484833
1984,1,15,45714,-0.07887752
1984,1,16,45715,-0.07758656
1984,1,17,45716,-0.07393009
1984,1,18,45717,-0.07432622
1984,1,19,45718,-0.07941991
1984,1,20,45719,-0.08404732
1984,1,21,45720,-0.08304309
1984,1,22,45721,-0.08186161
1984,1,23,45722,-0.08482542
1984,1,24,45723,-0.08858622
1984,1,25,45724,-0.09207456
1984,1,26,45725,-0.09517100
1984,1,27,45726,-0.09519850
1984,1,28,45727,-0.09583304
1984,1,29,45728,-0.09847623
1984,1,30,45729,-0.09677462
1984,1,31,45730,-0.09310483
1984,2,1,45731,-0.09207068
1984,2,2,45732,-0.09154583
1984,2,3,45733,-0.09340516
1984,2,4,45734,-0.09717858
1984,2,5,45735,-0.09902243
1984,2,6,45736,-0.09984240
1984,2,7,45737,-0.10076474
1984,2,8,45738,-0.10366116
1984,2,9,45739,-0.10755329
1984,2,10,45740,-0.10681368
1984,2,11,45741,-0.10511967
1984,2,12,45742,-0.10900684
1984,2,13,45743,-0.11532972
1984,2,14,45744,-0.11717875
1984,2,15,45745,-0.11511375
1984,2,16,45746,-0.11457506
1984,2,17,45747,-0.11603850
1984,2,18,45748,-0.11677706
1984,2,19,45749,-0.11632294
1984,2,20,45750,-0.11736963
1984,2,21,45751,-0.11947757
1984,2,22,45752,-0.12025895
1984,2,23,45753,-0.12021924
1984,2,24,45754,-0.12121894
1984,2,25,45755,-0.12344557
1984,2,26,45756,-0.12769900
1984,2,27,45757,-0.12925076
1984,2,28,45758,-0.12758485
1984,2,29,45759,-0.12542099
1984,3,1,45760,-0.12414553
1984,3,2,45761,-0.12325301
1984,3,3,45762,-0.12341845
1984,3,4,45763,-0.12780338
1984,3,5,45764,-0.13273837
1984,3,6,45765,-0.13579526
1984,3,7,45766,-0.13612659
1984,3,8,45767,-0.13572169
1984,3,9,45768,-0.13550016
1984,3,10,45769,-0.13608477
1984,3,11,45770,-0.13725208
1984,3,12,45771,-0.13443761
1984,3,13,45772,-0.13525185
1984,3,14,45773,-0.14314162
1984,3,15,45774,-0.14692162
1984,3,16,45775,-0.14512946
1984,3,17,45776,-0.14318707
1984,3,18,45777,-0.14237031
1984,3,19,45778,-0.14306622
1984,3,20,45779,-0.14457279
1984,3,21,45780,-0.14355794
1984,3,22,45781,-0.14064650
1984,3,23,45782,-0.14193905
1984,3,24,45783,-0.14583694
1984,3,25,45784,-0.14803658
1984,3,26,45785,-0.15226217
1984,3,27,45786,-0.15463552
1984,3,28,45787,-0.15468197
1984,3,29,45788,-0.15672323
1984,3,30,45789,-0.15839547
1984,3,31,45790,-0.15902408
1984,4,1,45791,-0.15681437
1984,4,2,45792,-0.15737800
1984,4,3,45793,-0.16230697
1984,4,4,45794,-0.16439853
1984,4,5,45795,-0.16222597
1984,4,6,45796,-0.15968861
1984,4,7,45797,-0.15939124
1984,4,8,45798,-0.16234975
1984,4,9,45799,-0.16388755
1984,4,10,45800,-0.16181456
1984,4,11,45801,-0.16034948
1984,4,12,45802,-0.15980637
1984,4,13,45803,-0.15735182
1984,4,14,45804,-0.15518814
1984,4,15,45805,-0.15498981
1984,4,16,45806,-0.15434501
1984,4,17,45807,-0.15449989
1984,4,18,45808,-0.15438295
1984,4,19,45809,-0.15536773
1984,4,20,45810,-0.15594783
1984,4,21,45811,-0.15353917
1984,4,22,45812,-0.15206690
1984,4,23,45813,-0.15344400
1984,4,24,45814,-0.15343954
1984,4,25,45815,-0.15115553
1984,4,26,45816,-0.14916703
1984,4,27,45817,-0.14957378
1984,4,28,45818,-0.14877761
1984,4,29,45819,-0.14429504
1984,4,30,45820,-0.14507298
1984,5,1,45821,-0.14625491
1984,5,2,45822,-0.14372593
1984,5,3,45823,-0.14193093
1984,5,4,45824,-0.14250132
1984,5,5,45825,-0.14450464
1984,5,6,45826,-0.14527827
1984,5,7,45827,-0.14468926
1984,5,8,45828,-0.14153361
1984,5,9,45829,-0.13878308
1984,5,10,45830,-0.13753733
1984,5,11,45831,-0.13746242
1984,5,12,45832,-0.13812685
1984,5,13,45833,-0.13775895
1984,5,14,45834,-0.13554594
1984,5,15,45835,-0.13224374
1984,5,16,45836,-0.12873665
1984,5,17,45837,-0.12748210
1984,5,18,45838,-0.12977740
1984,5,19,45839,-0.13228930
1984,5,20,45840,-0.13008371
1984,5,21,45841,-0.12462381
1984,5,22,45842,-0.12244625
1984,5,23,45843,-0.12100735
1984,5,24,45844,-0.11702400
1984,5,25,45845,-0.11648033
1984,5,26,45846,-0.11722933
1984,5,27,45847,-0.11721279
1984,5,28,45848,-0.11837942
1984,5,29,45849,-0.11644643
1984,5,30,45850,-0.10974321
1984,5,31,45851,-0.10576796
1984,6,1,45852,-0.10412498
1984,6,2,45853,-0.10037375
1984,6,3,45854,-0.09825011
1984,6,4,45855,-0.10059763
1984,6,5,45856,-0.10259235
1984,6,6,45857,-0.10136028
1984,6,7,45858,-0.10125930
1984,6,8,45859,-0.09886475
1984,6,9,45860,-0.09339595
1984,6,10,45861,-0.08550443
1984,6,11,45862,-0.08278349
1984,6,12,45863,-0.08691519
1984,6,13,45864,-0.09007308
1984,6,14,45865,-0.08919019
1984,6,15,45866,-0.08598416
1984,6,16,45867,-0.08507966
1984,6,17,45868,-0.08252232
1984,6,18,45869,-0.08040514
1984,6,19,45870,-0.07940719
1984,6,20,45871,-0.07874991
1984,6,21,45872,-0.07339474
1984,6,22,45873,-0.06772695
1984,6,23,45874,-0.06727849
1984,6,24,45875,-0.06483106
1984,6,25,45876,-0.06375832
1984,6,26,45877,-0.06275697
1984,6,27,45878,-0.06150084
1984,6,28,45879,-0.05842804
1984,6,29,45880,-0.05521981
1984,6,30,45881,-0.05654649
1984,7,1,45882,-0.05516402
1984,7,2,45883,-0.04832763
1984,7,3,45884,-0.04605207
1984,7,4,45885,-0.04797518
1984,7,5,45886,-0.04483086
1984,7,6,45887,-0.04254399
1984,7,7,45888,-0.04365048
1984,7,8,45889,-0.04210857
1984,7,9,45890,-0.03885064
1984,7,10,45891,-0.03811726
1984,7,11,45892,-0.04152493
1984,7,12,45893,-0.04397282
1984,7,13,45894,-0.04085678
1984,7,14,45895,-0.04045866
1984,7,15,45896,-0.04152133
1984,7,16,45897,-0.03980281
1984,7,17,45898,-0.03906113
1984,7,18,45899,-0.03638082
1984,7,19,45900,-0.03297660
1984,7,20,45901,-0.03612680
1984,7,21,45902,-0.03966505
1984,7,22,45903,-0.03902511
1984,7,23,45904,-0.03835233
1984,7,24,45905,-0.03549571
1984,7,25,45906,-0.02986865
1984,7,26,45907,-0.02854028
1984,7,27,45908,-0.03123605
1984,7,28,45909,-0.03267236
1984,7,29,45910,-0.02979774
1984,7,30,45911,-0.02240192
1984,7,31,45912,-0.01576299
1984,8,1,45913,-0.01121452
1984,8,2,45914,-0.00992290
1984,8,3,45915,-0.01451183
1984,8,4,45916,-0.02056091
1984,8,5,45917,-0.02335539
1984,8,6,45918,-0.02686895
1984,8,7,45919,-0.02455680
1984,8,8,45920,-0.01978220
1984,8,9,45921,-0.01815303
1984,8,10,45922,-0.01275911
1984,8,11,45923,-0.00976397
1984,8,12,45924,-0.01242571
1984,8,13,45925,-0.01279884
1984,8,14,45926,-0.00977292
1984,8,15,45927,-0.00739427
1984,8,16,45928,-0.00654668
1984,8,17,45929,-0.00455471
1984,8,18,45930,-0.00092764
1984,8,19,45931,0.00009335
1984,8,20,45932,-0.00237307
1984,8,21,45933,0.00066573
1984,8,22,45934,0.00504071
1984,8,23,45935,0.00374496
1984,8,24,45936,0.00433668
1984,8,25,45937,0.00950436
1984,8,26,45938,0.01367791
1984,8,27,45939,0.01596793
1984,8,28,45940,0.01784311
1984,8,29,45941,0.01511957
1984,8,30,45942,0.01562279
1984,8,31,45943,0.02044279
1984,9,1,45944,0.02207912
1984,9,2,45945,0.02215642
1984,9,3,45946,0.02096468
1984,9,4,45947,0.01778697
1984,9,5,45948,0.01722770
1984,9,6,45949,0.01717922
1984,9,7,45950,0.01341695
1984,9,8,45951,0.00800378
1984,9,9,45952,0.00293721
1984,9,10,45953,0.00285672
1984,9,11,45954,0.00664972
1984,9,12,45955,0.01002917
1984,9,13,45956,0.01341415
1984,9,14,45957,0.01674350
1984,9,15,45958,0.01788761
1984,9,16,45959,0.01691098
1984,9,17,45960,0.01303175
1984,9,18,45961,0.01105119
1984,9,19,45962,0.01441677
1984,9,20,45963,0.01887765
1984,9,21,45964,0.02074294
1984,9,22,45965,0.02018943
1984,9,23,45966,0.02036918
1984,9,24,45967,0.02260531
1984,9,25,45968,0.02283344
1984,9,26,45969,0.02112799
1984,9,27,45970,0.02208766
1984,9,28,45971,0.02381634
1984,9,29,45972,0.02551765
1984,9,30,45973,0.02596355
1984,10,1,45974,0.02620794
1984,10,2,45975,0.02652416
1984,10,3,45976,0.02505706
1984,10,4,45977,0.02434697
1984,10,5,45978,0.02457689
1984,10,6,45979,0.02661386
1984,10,7,45980,0.02772452
1984,10,8,45981,0.02637566
1984,10,9,45982,0.02696683
1984,10,10,45983,0.02973921
1984,10,11,45984,0.02910498
1984,10,12,45985,0.02629435
1984,10,13,45986,0.02590785
1984,10,14,45987,0.02618384
