Year,Month,Day,MJD,OAM_ms
1998,3,1,50873,-0.03387892
1998,3,2,50874,-0.01084116
1998,3,3,50875,-0.03063885
1998,3,4,50876,-0.04914167
1998,3,5,50877,-0.03990350
1998,3,6,50878,0.00627225
1998,3,7,50879,0.04166137
1998,3,8,50880,0.03173602
1998,3,9,50881,-0.02049339
1998,3,10,50882,-0.03766101
1998,3,11,50883,-0.02061417
1998,3,12,50884,0.01908189
1998,3,13,50885,0.02042955
1998,3,14,50886,0.00442987
1998,3,15,50887,0.01788474
1998,3,16,50888,0.01866149
1998,3,17,50889,0.03588151
1998,3,18,50890,0.02239284
1998,3,19,50891,-0.04336058
1998,3,20,50892,-0.05366952
1998,3,21,50893,-0.02149720
1998,3,22,50894,0.00974198
1998,3,23,50895,-0.02198292
1998,3,24,50896,-0.01953162
1998,3,25,50897,-0.01677297
1998,3,26,50898,0.01884164
1998,3,27,50899,-0.00456334
1998,3,28,50900,-0.06103778
1998,3,29,50901,-0.06731303
1998,3,30,50902,-0.06266826
1998,3,31,50903,-0.02151087
1998,4,1,50904,0.01970032
1998,4,2,50905,0.02565664
1998,4,3,50906,-0.00939708
1998,4,4,50907,-0.01313740
1998,4,5,50908,0.00733544
1998,4,6,50909,-0.00697942
1998,4,7,50910,-0.01366803
1998,4,8,50911,-0.01312888
1998,4,9,50912,-0.01815740
1998,4,10,50913,-0.04996914
1998,4,11,50914,0.00258602
1998,4,12,50915,-0.00755731
1998,4,13,50916,-0.00093651
1998,4,14,50917,0.02255930
1998,4,15,50918,0.01659988
1998,4,16,50919,0.01196286
1998,4,17,50920,0.00398379
1998,4,18,50921,0.03595926
1998,4,19,50922,0.01773670
1998,4,20,50923,0.03035456
1998,4,21,50924,0.00672831
1998,4,22,50925,0.01077701
1998,4,23,50926,0.00493115
1998,4,24,50927,-0.00212252
1998,4,25,50928,0.01851973
1998,4,26,50929,0.01573460
1998,4,27,50930,0.04781853
1998,4,28,50931,0.03333237
1998,4,29,50932,-0.02607330
1998,4,30,50933,-0.02288458
1998,5,1,50934,0.00316627
1998,5,2,50935,0.01330417
1998,5,3,50936,-0.01108735
1998,5,4,50937,-0.03157571
1998,5,5,50938,-0.02963880
1998,5,6,50939,-0.00040238
1998,5,7,50940,-0.00703749
1998,5,8,50941,-0.06866185
1998,5,9,50942,-0.05049599
1998,5,10,50943,-0.07930269
1998,5,11,50944,-0.07381484
1998,5,12,50945,-0.07582786
1998,5,13,50946,-0.06050809
1998,5,14,50947,-0.04021753
1998,5,15,50948,0.00419514
1998,5,16,50949,0.02047205
1998,5,17,50950,0.05935884
1998,5,18,50951,0.01174387
1998,5,19,50952,0.04285234
1998,5,20,50953,0.01888686
1998,5,21,50954,0.01576970
1998,5,22,50955,0.03661565
1998,5,23,50956,0.02296342
1998,5,24,50957,-0.00382007
1998,5,25,50958,-0.00759268
1998,5,26,50959,0.00383738
1998,5,27,50960,0.02121216
1998,5,28,50961,0.02371307
1998,5,29,50962,0.06242636
1998,5,30,50963,0.07372605
1998,5,31,50964,0.05387772
1998,6,1,50965,0.02920255
1998,6,2,50966,0.02212151
1998,6,3,50967,0.04748906
1998,6,4,50968,0.02576366
1998,6,5,50969,0.06755192
1998,6,6,50970,0.06466145
1998,6,7,50971,0.04005323
1998,6,8,50972,0.03086712
1998,6,9,50973,0.02247505
1998,6,10,50974,0.04139472
1998,6,11,50975,0.04102637
1998,6,12,50976,0.04202103
1998,6,13,50977,0.06399624
1998,6,14,50978,0.05505967
1998,6,15,50979,0.05162457
1998,6,16,50980,0.03959013
1998,6,17,50981,0.04398506
1998,6,18,50982,0.04470748
1998,6,19,50983,0.04994970
1998,6,20,50984,0.06506998
1998,6,21,50985,0.06512594
1998,6,22,50986,0.06460919
1998,6,23,50987,0.05816826
1998,6,24,50988,0.06288696
1998,6,25,50989,0.03089661
1998,6,26,50990,0.04738591
1998,6,27,50991,0.06175258
1998,6,28,50992,0.07338536
1998,6,29,50993,0.06408650
1998,6,30,50994,0.07282568
1998,7,1,50995,0.06745578
1998,7,2,50996,0.05586218
1998,7,3,50997,0.04804254
1998,7,4,50998,0.03802359
1998,7,5,50999,0.06827269
1998,7,6,51000,0.03526948
1998,7,7,51001,0.02984716
1998,7,8,51002,0.04917499
1998,7,9,51003,0.06409671
1998,7,10,51004,0.05289857
1998,7,11,51005,0.05461096
1998,7,12,51006,0.04694610
1998,7,13,51007,0.04391281
1998,7,14,51008,0.01885935
1998,7,15,51009,0.04414201
1998,7,16,51010,0.04995314
1998,7,17,51011,0.00849953
1998,7,18,51012,0.02089383
1998,7,19,51013,0.00277023
1998,7,20,51014,0.00641738
1998,7,21,51015,0.00963862
1998,7,22,51016,0.03209839
1998,7,23,51017,0.06601583
1998,7,24,51018,0.06518970
1998,7,25,51019,0.07586051
1998,7,26,51020,0.06922060
1998,7,27,51021,0.05279719
1998,7,28,51022,0.03480930
1998,7,29,51023,0.02410926
1998,7,30,51024,0.02887592
1998,7,31,51025,0.04850331
1998,8,1,51026,0.07150809
1998,8,2,51027,0.08679036
1998,8,3,51028,0.09238213
1998,8,4,51029,0.09642307
1998,8,5,51030,0.10748843
1998,8,6,51031,0.06557781
1998,8,7,51032,0.05078611
1998,8,8,51033,0.11469823
1998,8,9,51034,0.11610651
1998,8,10,51035,0.07305821
1998,8,11,51036,0.04018105
1998,8,12,51037,0.01827220
1998,8,13,51038,0.02560720
1998,8,14,51039,0.01532142
1998,8,15,51040,-0.01180993
1998,8,16,51041,-0.02616764
1998,8,17,51042,-0.00475347
1998,8,18,51043,0.01565001
1998,8,19,51044,-0.02542176
1998,8,20,51045,-0.00519169
1998,8,21,51046,0.00932032
1998,8,22,51047,0.00922246
1998,8,23,51048,0.01407650
1998,8,24,51049,0.01218157
1998,8,25,51050,0.04112286
1998,8,26,51051,0.06406592
1998,8,27,51052,0.06043556
1998,8,28,51053,0.04857299
1998,8,29,51054,0.02934731
1998,8,30,51055,0.04818867
1998,8,31,51056,0.03131138
1998,9,1,51057,0.00875284
1998,9,2,51058,0.03959679
1998,9,3,51059,0.00626163
1998,9,4,51060,0.02392878
1998,9,5,51061,0.02929893
1998,9,6,51062,0.02434746
1998,9,7,51063,0.00243717
1998,9,8,51064,0.00717615
1998,9,9,51065,0.06481840
1998,9,10,51066,0.03463590
1998,9,11,51067,0.02736214
1998,9,12,51068,0.02694583
1998,9,13,51069,-0.00037905
1998,9,14,51070,0.03113646
1998,9,15,51071,0.00730075
1998,9,16,51072,0.04455087
1998,9,17,51073,0.02856676
1998,9,18,51074,0.04330704
1998,9,19,51075,0.02889975
1998,9,20,51076,0.03665783
1998,9,21,51077,0.01244766
1998,9,22,51078,0.02301929
1998,9,23,51079,0.04731305
1998,9,24,51080,0.05032298
1998,9,25,51081,0.01789120
1998,9,26,51082,0.06438769
1998,9,27,51083,0.02853813
1998,9,28,51084,0.04618705
1998,9,29,51085,0.03458712
1998,9,30,51086,0.02788195
1998,10,1,51087,0.03998765
1998,10,2,51088,0.01374889
1998,10,3,51089,0.01436808
1998,10,4,51090,-0.01988638
1998,10,5,51091,-0.01128504
1998,10,6,51092,0.00417108
1998,10,7,51093,0.00054033
1998,10,8,51094,0.02707187
1998,10,9,51095,0.03202361
1998,10,10,51096,0.06058321
1998,10,11,51097,0.01547187
1998,10,12,51098,0.01471659
1998,10,13,51099,-0.00671831
1998,10,14,51100,0.05769942
1998,10,15,51101,0.04792798
1998,10,16,51102,0.05872428
1998,10,17,51103,0.06364284
1998,10,18,51104,0.07286020
1998,10,19,51105,0.05127247
1998,10,20,51106,0.02356988
1998,10,21,51107,0.02357635
1998,10,22,51108,-0.00280343
1998,10,23,51109,0.00705645
1998,10,24,51110,0.06839912
1998,10,25,51111,0.07474043
1998,10,26,51112,0.07215755
1998,10,27,51113,0.03182439
1998,10,28,51114,-0.02056140
1998,10,29,51115,0.02312691
1998,10,30,51116,0.01749506
1998,10,31,51117,0.02415316
1998,11,1,51118,0.04980082
1998,11,2,51119,0.05143142
1998,11,3,51120,-0.01024317
1998,11,4,51121,0.01088611
1998,11,5,51122,-0.02863971
1998,11,6,51123,-0.02369999
1998,11,7,51124,0.00926123
1998,11,8,51125,0.02646513
1998,11,9,51126,0.04400709
1998,11,10,51127,0.01751589
1998,11,11,51128,0.03362889
1998,11,12,51129,0.03884779
1998,11,13,51130,0.01947666
1998,11,14,51131,-0.00260048
1998,11,15,51132,-0.00934696
1998,11,16,51133,0.01347446
1998,11,17,51134,0.02081343
1998,11,18,51135,0.05091123
1998,11,19,51136,0.04140744
1998,11,20,51137,0.02449226
1998,11,21,51138,0.00363252
1998,11,22,51139,-0.01276277
1998,11,23,51140,-0.01648772
1998,11,24,51141,-0.05171773
1998,11,25,51142,-0.04110053
1998,11,26,51143,-0.01564442
1998,11,27,51144,-0.01894113
1998,11,28,51145,-0.01497003
1998,11,29,51146,0.02494197
1998,11,30,51147,-0.00697107
1998,12,1,51148,-0.02242132
1998,12,2,51149,-0.02806249
1998,12,3,51150,-0.03067355
1998,12,4,51151,-0.03817123
1998,12,5,51152,-0.03827800
1998,12,6,51153,-0.05243406
1998,12,7,51154,-0.03329081
1998,12,8,51155,-0.05274670
1998,12,9,51156,-0.04822961
1998,12,10,51157,-0.05711539
1998,12,11,51158,-0.05467451
1998,12,12,51159,-0.04269662
1998,12,13,51160,-0.04877693
1998,12,14,51161,-0.07385900
1998,12,15,51162,-0.06102591
1998,12,16,51163,-0.05772345
1998,12,17,51164,-0.07512592
1998,12,18,51165,-0.04608500
1998,12,19,51166,-0.08749147
1998,12,20,51167,-0.04146627
1998,12,21,51168,-0.02907641
1998,12,22,51169,-0.01443007
1998,12,23,51170,-0.00380548
1998,12,24,51171,-0.01904458
1998,12,25,51172,-0.01312308
1998,12,26,51173,-0.03789360
1998,12,27,51174,-0.03823662
1998,12,28,51175,-0.03711890
1998,12,29,51176,-0.02179532
1998,12,30,51177,-0.06659251
1998,12,31,51178,-0.05504322
1999,1,1,51179,-0.06181978
1999,1,2,51180,-0.03565479
1999,1,3,51181,-0.02731102
1999,1,4,51182,-0.05594319
1999,1,5,51183,-0.06397190
1999,1,6,51184,-0.04852321
1999,1,7,51185,-0.01742574
1999,1,8,51186,-0.02057673
1999,1,9,51187,-0.01811764
1999,1,10,51188,0.01676077
1999,1,11,51189,0.02678214
1999,1,12,51190,0.01319951
1999,1,13,51191,0.02184661
1999,1,14,51192,0.03100566
1999,1,15,51193,0.05498828
1999,1,16,51194,0.00292400
1999,1,17,51195,-0.04542570
1999,1,18,51196,-0.04303189
1999,1,19,51197,-0.01966494
1999,1,20,51198,-0.05858354
1999,1,21,51199,-0.04010291
1999,1,22,51200,-0.01164687
1999,1,23,51201,-0.03422449
1999,1,24,51202,0.00931007
1999,1,25,51203,-0.02170688
1999,1,26,51204,-0.04373128
1999,1,27,51205,-0.02874283
1999,1,28,51206,-0.04728133
1999,1,29,51207,-0.05583945
1999,1,30,51208,-0.06390246
1999,1,31,51209,-0.09166558
1999,2,1,51210,-0.07754046
1999,2,2,51211,-0.05883087
1999,2,3,51212,-0.04129853
1999,2,4,51213,-0.01825055
1999,2,5,51214,0.01818473
1999,2,6,51215,0.00579157
1999,2,7,51216,0.02829992
1999,2,8,51217,0.01964103
1999,2,9,51218,0.00205242
1999,2,10,51219,-0.01799940
1999,2,11,51220,-0.02864706
1999,2,12,51221,-0.01256158
1999,2,13,51222,-0.01232585
1999,2,14,51223,-0.00505140
1999,2,15,51224,0.00497086
1999,2,16,51225,-0.01220250
1999,2,17,51226,0.00652008
1999,2,18,51227,-0.00354807
1999,2,19,51228,-0.00800061
1999,2,20,51229,-0.02968295
1999,2,21,51230,-0.00385285
1999,2,22,51231,0.00293699
1999,2,23,51232,0.03151533
1999,2,24,51233,0.02975267
1999,2,25,51234,0.00175176
1999,2,26,51235,-0.01987302
1999,2,27,51236,0.01009271
1999,2,28,51237,-0.00286175
1999,3,1,51238,-0.01688669
1999,3,2,51239,-0.03394821
1999,3,3,51240,-0.05757430
1999,3,4,51241,-0.01761272
1999,3,5,51242,0.02796106
1999,3,6,51243,-0.00648396
1999,3,7,51244,0.01941366
1999,3,8,51245,0.04819181
1999,3,9,51246,0.04766295
1999,3,10,51247,0.00561662
1999,3,11,51248,-0.01405410
1999,3,12,51249,-0.01654519
1999,3,13,51250,-0.01071096
1999,3,14,51251,-0.02184174
1999,3,15,51252,0.00275944
1999,3,16,51253,-0.01005742
1999,3,17,51254,0.00179911
1999,3,18,51255,-0.01059255
1999,3,19,51256,-0.01269253
1999,3,20,51257,0.00456101
1999,3,21,51258,0.00862373
1999,3,22,51259,0.02220081
1999,3,23,51260,0.00571751
1999,3,24,51261,0.00406428
1999,3,25,51262,0.00540315
1999,3,26,51263,0.01605051
1999,3,27,51264,0.02479079
1999,3,28,51265,-0.02206778
1999,3,29,51266,-0.01127722
1999,3,30,51267,0.02312444
1999,3,31,51268,-0.01251611
1999,4,1,51269,-0.00014904
1999,4,2,51270,-0.00712875
1999,4,3,51271,-0.01452938
1999,4,4,51272,-0.00967833
1999,4,5,51273,-0.03308236
1999,4,6,51274,-0.00286856
1999,4,7,51275,0.02196856
1999,4,8,51276,0.00032255
1999,4,9,51277,0.02419266
1999,4,10,51278,0.03519409
1999,4,11,51279,0.02053989
1999,4,12,51280,0.04114807
1999,4,13,51281,0.00954376
1999,4,14,51282,0.03404469
1999,4,15,51283,0.02080750
1999,4,16,51284,0.01644896
1999,4,17,51285,0.02135199
1999,4,18,51286,0.02395367
1999,4,19,51287,0.03504302
1999,4,20,51288,0.08236558
1999,4,21,51289,0.06382017
1999,4,22,51290,0.03253732
1999,4,23,51291,0.02583337
1999,4,24,51292,0.01766218
1999,4,25,51293,-0.00388723
1999,4,26,51294,-0.00405706
1999,4,27,51295,0.03773327
1999,4,28,51296,0.06647450
1999,4,29,51297,0.08820533
1999,4,30,51298,0.07970982
1999,5,1,51299,0.06262256
1999,5,2,51300,0.05799966
1999,5,3,51301,0.04855663
1999,5,4,51302,0.03279402
1999,5,5,51303,-0.02154661
1999,5,6,51304,-0.02582366
1999,5,7,51305,-0.00893628
1999,5,8,51306,0.00996404
1999,5,9,51307,0.01477848
1999,5,10,51308,-0.00219564
1999,5,11,51309,0.00333546
1999,5,12,51310,-0.01235489
1999,5,13,51311,0.00364201
1999,5,14,51312,-0.01598450
1999,5,15,51313,0.01417439
1999,5,16,51314,0.04649104
1999,5,17,51315,0.03118620
1999,5,18,51316,0.02647719
1999,5,19,51317,0.01410418
1999,5,20,51318,-0.02693966
1999,5,21,51319,-0.00094558
1999,5,22,51320,0.03753342
1999,5,23,51321,0.03174315
1999,5,24,51322,-0.00957150
1999,5,25,51323,0.02087461
1999,5,26,51324,0.01552144
1999,5,27,51325,-0.01023508
1999,5,28,51326,0.03022972
1999,5,29,51327,0.02955904
1999,5,30,51328,0.01881212
1999,5,31,51329,0.03239737
1999,6,1,51330,0.04520066
1999,6,2,51331,0.05695380
1999,6,3,51332,0.03474380
1999,6,4,51333,0.05011704
1999,6,5,51334,0.05453991
1999,6,6,51335,0.03117776
1999,6,7,51336,0.02944435
1999,6,8,51337,-0.00282793
1999,6,9,51338,0.01629113
1999,6,10,51339,0.04540584
1999,6,11,51340,0.06986434
1999,6,12,51341,0.02895374
1999,6,13,51342,0.03215147
1999,6,14,51343,0.04330860
1999,6,15,51344,0.03070045
1999,6,16,51345,0.00749888
1999,6,17,51346,0.00943769
1999,6,18,51347,-0.01711204
1999,6,19,51348,0.01337682
1999,6,20,51349,0.03085030
1999,6,21,51350,0.02303737
1999,6,22,51351,0.01599461
1999,6,23,51352,0.00911437
1999,6,24,51353,0.00943675
1999,6,25,51354,-0.01083316
1999,6,26,51355,0.03006777
1999,6,27,51356,0.02091916
1999,6,28,51357,0.03564139
1999,6,29,51358,0.02412329
1999,6,30,51359,0.07087742
1999,7,1,51360,0.05383501
1999,7,2,51361,0.04307980
1999,7,3,51362,0.04050905
1999,7,4,51363,0.05041381
1999,7,5,51364,0.06916798
1999,7,6,51365,0.06704974
1999,7,7,51366,0.05282332
1999,7,8,51367,0.06629004
1999,7,9,51368,0.04520316
1999,7,10,51369,0.03951342
1999,7,11,51370,0.07349366
1999,7,12,51371,0.08869144
1999,7,13,51372,0.06014780
1999,7,14,51373,0.05128929
1999,7,15,51374,0.00241762
1999,7,16,51375,0.01654678
1999,7,17,51376,0.00740232
1999,7,18,51377,0.01654931
1999,7,19,51378,0.04131991
1999,7,20,51379,0.02463933
1999,7,21,51380,0.03908067
1999,7,22,51381,0.02544864
1999,7,23,51382,0.05113604
1999,7,24,51383,0.04146209
1999,7,25,51384,0.01814089
1999,7,26,51385,-0.01980732
1999,7,27,51386,0.01409198
1999,7,28,51387,-0.00330734
1999,7,29,51388,-0.01133183
1999,7,30,51389,0.02655928
1999,7,31,51390,0.04569207
1999,8,1,51391,0.01833195
1999,8,2,51392,0.01402969
1999,8,3,51393,0.04678688
1999,8,4,51394,0.04537729
1999,8,5,51395,0.00127389
1999,8,6,51396,-0.02370682
1999,8,7,51397,-0.01774606
1999,8,8,51398,0.01382443
1999,8,9,51399,0.01836573
1999,8,10,51400,-0.00519790
1999,8,11,51401,-0.00350471
1999,8,12,51402,0.00394896
1999,8,13,51403,0.05243397
1999,8,14,51404,0.07803214
1999,8,15,51405,0.09234379
1999,8,16,51406,0.06176804
1999,8,17,51407,0.02876565
1999,8,18,51408,0.02826869
1999,8,19,51409,0.04172925
1999,8,20,51410,0.03261226
1999,8,21,51411,0.03547282
1999,8,22,51412,0.03097293
1999,8,23,51413,0.04406596
1999,8,24,51414,0.01790191
1999,8,25,51415,0.00956846
1999,8,26,51416,-0.00415103
1999,8,27,51417,0.00355326
1999,8,28,51418,0.01152552
1999,8,29,51419,0.00545226
1999,8,30,51420,0.00667504
1999,8,31,51421,0.00379862
1999,9,1,51422,-0.05102054
1999,9,2,51423,-0.03363323
1999,9,3,51424,-0.01711698
1999,9,4,51425,0.01395090
1999,9,5,51426,0.01515179
1999,9,6,51427,0.00359956
1999,9,7,51428,-0.02276978
1999,9,8,51429,-0.03405512
1999,9,9,51430,-0.06622847
1999,9,10,51431,-0.04795332
1999,9,11,51432,-0.02037064
1999,9,12,51433,0.00119210
1999,9,13,51434,0.02538236
1999,9,14,51435,0.00943059
1999,9,15,51436,0.00847043
1999,9,16,51437,-0.00355259
1999,9,17,51438,0.00762962
1999,9,18,51439,0.03369942
1999,9,19,51440,0.05633724
1999,9,20,51441,0.02144659
1999,9,21,51442,0.06091361
1999,9,22,51443,0.05856460
1999,9,23,51444,0.03778042
1999,9,24,51445,0.04989450
1999,9,25,51446,0.00437764
1999,9,26,51447,-0.00222621
1999,9,27,51448,-0.00126061
1999,9,28,51449,-0.02078408
1999,9,29,51450,-0.01609785
1999,9,30,51451,-0.01608852
1999,10,1,51452,-0.01896187
1999,10,2,51453,-0.00651970
1999,10,3,51454,0.04999230
1999,10,4,51455,0.06676381
1999,10,5,51456,0.07259294
1999,10,6,51457,0.05878055
1999,10,7,51458,0.02575679
1999,10,8,51459,-0.00589241
1999,10,9,51460,0.00906008
1999,10,10,51461,0.01090115
1999,10,11,51462,0.00170612
1999,10,12,51463,-0.00299251
1999,10,13,51464,-0.02142647
1999,10,14,51465,0.00136114
1999,10,15,51466,-0.00679042
1999,10,16,51467,-0.00972074
1999,10,17,51468,0.02918852
1999,10,18,51469,0.01734668
1999,10,19,51470,0.00579123
1999,10,20,51471,0.01964404
1999,10,21,51472,0.00921729
1999,10,22,51473,-0.01342031
1999,10,23,51474,0.00253866
1999,10,24,51475,-0.02225793
1999,10,25,51476,-0.01535084
1999,10,26,51477,-0.02888443
1999,10,27,51478,0.00015236
1999,10,28,51479,0.01020202
1999,10,29,51480,0.02388707
1999,10,30,51481,0.02586381
1999,10,31,51482,0.06388534
1999,11,1,51483,-0.01040483
1999,11,2,51484,-0.02271213
1999,11,3,51485,0.00567641
1999,11,4,51486,-0.01041961
1999,11,5,51487,-0.05464402
1999,11,6,51488,-0.05103165
1999,11,7,51489,-0.04034673
1999,11,8,51490,-0.03741847
1999,11,9,51491,0.02175871
1999,11,10,51492,0.02956362
1999,11,11,51493,-0.01228464
1999,11,12,51494,-0.03215403
1999,11,13,51495,-0.00861035
1999,11,14,51496,0.03255887
1999,11,15,51497,0.01067131
1999,11,16,51498,0.01529157
1999,11,17,51499,0.03789794
1999,11,18,51500,0.02550544
1999,11,19,51501,0.01823684
1999,11,20,51502,-0.02210759
1999,11,21,51503,0.00543217
1999,11,22,51504,-0.02367532
1999,11,23,51505,-0.00843022
1999,11,24,51506,-0.01254790
1999,11,25,51507,-0.02686941
1999,11,26,51508,-0.04828925
1999,11,27,51509,-0.03906945
1999,11,28,51510,-0.02433718
1999,11,29,51511,-0.03274224
1999,11,30,51512,0.02910769
1999,12,1,51513,0.03132055
1999,12,2,51514,0.00906801
1999,12,3,51515,-0.02200559
1999,12,4,51516,-0.00726659
1999,12,5,51517,-0.07338485
1999,12,6,51518,-0.01389212
1999,12,7,51519,-0.04719524
1999,12,8,51520,-0.04761100
1999,12,9,51521,-0.04388556
1999,12,10,51522,-0.03315312
1999,12,11,51523,-0.04492144
1999,12,12,51524,-0.03631334
1999,12,13,51525,-0.05079061
1999,12,14,51526,-0.03521183
1999,12,15,51527,-0.02039257
1999,12,16,51528,-0.02406902
1999,12,17,51529,0.02952044
1999,12,18,51530,0.01184466
1999,12,19,51531,0.02367156
1999,12,20,51532,-0.01401726
1999,12,21,51533,-0.01119229
1999,12,22,51534,-0.00716943
1999,12,23,51535,-0.00114246
1999,12,24,51536,0.02822673
1999,12,25,51537,0.01428838
1999,12,26,51538,0.00597374
1999,12,27,51539,-0.00891290
1999,12,28,51540,-0.00163062
1999,12,29,51541,-0.03069807
1999,12,30,51542,-0.01625708
1999,12,31,51543,-0.02763763
2000,1,1,51544,-0.00398713
2000,1,2,51545,-0.01240023
2000,1,3,51546,-0.00327650
2000,1,4,51547,-0.03859228
2000,1,5,51548,-0.07076361
2000,1,6,51549,-0.05379751
2000,1,7,51550,-0.03679804
2000,1,8,51551,-0.04856230
2000,1,9,51552,-0.04540799
2000,1,10,51553,-0.06626629
2000,1,11,51554,-0.03822476
2000,1,12,51555,-0.05082513
2000,1,13,51556,-0.01273304
2000,1,14,51557,-0.01160270
2000,1,15,51558,-0.02805136
2000,1,16,51559,-0.00683784
2000,1,17,51560,-0.06216237
2000,1,18,51561,-0.03198085
2000,1,19,51562,-0.07189101
2000,1,20,51563,-0.09020783
2000,1,21,51564,-0.08792730
2000,1,22,51565,-0.02561579
2000,1,23,51566,0.01290520
2000,1,24,51567,0.00545534
2000,1,25,51568,0.01477906
2000,1,26,51569,-0.00910291
2000,1,27,51570,-0.00264620
2000,1,28,51571,-0.00232014
2000,1,29,51572,0.00645671
2000,1,30,51573,-0.01353009
2000,1,31,51574,-0.05287737
2000,2,1,51575,-0.00277692
2000,2,2,51576,-0.04549183
2000,2,3,51577,-0.01611155
2000,2,4,51578,-0.05381958
2000,2,5,51579,-0.02676401
2000,2,6,51580,-0.03010126
2000,2,7,51581,-0.00948930
2000,2,8,51582,-0.05971011
2000,2,9,51583,-0.03486398
2000,2,10,51584,-0.06372340
2000,2,11,51585,-0.04139063
2000,2,12,51586,-0.04309717
2000,2,13,51587,-0.04026998
2000,2,14,51588,-0.02606218
2000,2,15,51589,-0.02117967
2000,2,16,51590,-0.02059693
2000,2,17,51591,0.00386184
2000,2,18,51592,-0.01101599
2000,2,19,51593,0.00347301
2000,2,20,51594,0.00638481
2000,2,21,51595,-0.03501772
2000,2,22,51596,-0.06170990
2000,2,23,51597,-0.01544419
2000,2,24,51598,0.00066752
2000,2,25,51599,-0.04059208
2000,2,26,51600,0.00683404
2000,2,27,51601,-0.00530075
2000,2,28,51602,-0.01933063
2000,2,29,51603,0.03710781
2000,3,1,51604,0.01322159
2000,3,2,51605,0.00946867
2000,3,3,51606,0.02774614
2000,3,4,51607,0.03212526
2000,3,5,51608,0.00359547
2000,3,6,51609,-0.00494100
2000,3,7,51610,0.03231776
2000,3,8,51611,0.01185414
2000,3,9,51612,-0.00826243
2000,3,10,51613,-0.01674978
2000,3,11,51614,-0.00659950
2000,3,12,51615,0.00840955
2000,3,13,51616,0.00678093
2000,3,14,51617,-0.00581114
2000,3,15,51618,-0.03603424
2000,3,16,51619,-0.02416998
2000,3,17,51620,-0.02498332
2000,3,18,51621,-0.00514049
2000,3,19,51622,-0.02549896
2000,3,20,51623,-0.02863669
2000,3,21,51624,-0.00052498
2000,3,22,51625,0.01848749
2000,3,23,51626,0.01543161
2000,3,24,51627,-0.00934801
2000,3,25,51628,-0.02291571
2000,3,26,51629,-0.04240940
2000,3,27,51630,-0.04241073
2000,3,28,51631,-0.00785462
2000,3,29,51632,-0.01933774
2000,3,30,51633,-0.02457592
2000,3,31,51634,0.01794258
2000,4,1,51635,0.03117483
2000,4,2,51636,0.02308791
2000,4,3,51637,0.03244981
2000,4,4,51638,0.00972549
2000,4,5,51639,0.02304193
2000,4,6,51640,0.04236828
2000,4,7,51641,0.01811269
2000,4,8,51642,-0.02425681
2000,4,9,51643,-0.01686280
2000,4,10,51644,-0.01675730
2000,4,11,51645,-0.00960717
2000,4,12,51646,0.01950752
2000,4,13,51647,-0.00070623
2000,4,14,51648,0.00456902
2000,4,15,51649,0.01605588
2000,4,16,51650,-0.01381600
2000,4,17,51651,0.00783117
2000,4,18,51652,0.01039506
2000,4,19,51653,-0.01752002
2000,4,20,51654,0.01198401
2000,4,21,51655,-0.01039698
2000,4,22,51656,-0.00569858
2000,4,23,51657,0.01507477
2000,4,24,51658,0.00153432
2000,4,25,51659,0.01478057
2000,4,26,51660,-0.00802381
2000,4,27,51661,0.02189269
2000,4,28,51662,0.01814116
2000,4,29,51663,0.05358011
2000,4,30,51664,0.03525038
2000,5,1,51665,0.04899155
2000,5,2,51666,0.04037988
2000,5,3,51667,0.03557291
2000,5,4,51668,0.03311383
2000,5,5,51669,0.02883568
2000,5,6,51670,0.00568079
2000,5,7,51671,0.01179030
2000,5,8,51672,-0.00439982
2000,5,9,51673,0.00573132
2000,5,10,51674,0.02167754
2000,5,11,51675,0.02940809
2000,5,12,51676,0.00835119
2000,5,13,51677,0.03618570
2000,5,14,51678,0.05633057
2000,5,15,51679,0.04121636
2000,5,16,51680,0.04391678
2000,5,17,51681,0.06315948
2000,5,18,51682,0.07357255
2000,5,19,51683,0.07026543
2000,5,20,51684,0.06309324
2000,5,21,51685,0.03514628
2000,5,22,51686,0.01075391
2000,5,23,51687,-0.00776736
2000,5,24,51688,0.02085465
2000,5,25,51689,-0.01162411
2000,5,26,51690,-0.01132127
2000,5,27,51691,0.01021700
2000,5,28,51692,-0.01118873
2000,5,29,51693,-0.00729535
2000,5,30,51694,-0.01745165
2000,5,31,51695,-0.01219736
2000,6,1,51696,-0.00298725
2000,6,2,51697,-0.01369576
2000,6,3,51698,0.02939442
2000,6,4,51699,0.02791383
2000,6,5,51700,0.02623240
2000,6,6,51701,0.02489009
2000,6,7,51702,0.03202553
2000,6,8,51703,0.04578780
2000,6,9,51704,0.04201305
2000,6,10,51705,0.02206272
2000,6,11,51706,0.02169604
2000,6,12,51707,0.04462522
2000,6,13,51708,0.04512004
2000,6,14,51709,0.02862289
2000,6,15,51710,0.04313744
2000,6,16,51711,0.07212544
2000,6,17,51712,0.06111961
2000,6,18,51713,0.04472382
2000,6,19,51714,0.02050915
2000,6,20,51715,0.01422620
2000,6,21,51716,0.02396116
2000,6,22,51717,0.00574364
2000,6,23,51718,-0.00602320
2000,6,24,51719,0.02476123
2000,6,25,51720,0.04699572
2000,6,26,51721,0.03585308
2000,6,27,51722,0.01128148
2000,6,28,51723,0.02202560
2000,6,29,51724,0.04061142
