Year,Month,Day,MJD,OAM_ms
1986,2,28,46489,-0.01697551
1986,3,1,46490,0.03786761
1986,3,2,46491,-0.02004275
1986,3,3,46492,-0.01770613
1986,3,4,46493,-0.00590655
1986,3,5,46494,0.00036586
1986,3,6,46495,-0.03834083
1986,3,7,46496,-0.01164928
1986,3,8,46497,0.00007255
1986,3,9,46498,-0.01603075
1986,3,10,46499,-0.02960663
1986,3,11,46500,-0.06369412
1986,3,12,46501,-0.05541609
1986,3,13,46502,-0.04691123
1986,3,14,46503,-0.08344296
1986,3,15,46504,-0.07005830
1986,3,16,46505,-0.11215224
1986,3,17,46506,-0.09978282
1986,3,18,46507,-0.05663148
1986,3,19,46508,-0.03421970
1986,3,20,46509,-0.03863350
1986,3,21,46510,0.00862782
1986,3,22,46511,0.05891433
1986,3,23,46512,0.02192270
1986,3,24,46513,-0.01442268
1986,3,25,46514,-0.02725699
1986,3,26,46515,0.04097074
1986,3,27,46516,0.04438318
1986,3,28,46517,0.03937367
1986,3,29,46518,0.02922593
1986,3,30,46519,0.01588277
1986,3,31,46520,-0.00767998
1986,4,1,46521,-0.05416660
1986,4,2,46522,-0.10344957
1986,4,3,46523,-0.07908404
1986,4,4,46524,-0.03886475
1986,4,5,46525,-0.01867196
1986,4,6,46526,-0.00794790
1986,4,7,46527,-0.00094494
1986,4,8,46528,-0.02160581
1986,4,9,46529,-0.00827514
1986,4,10,46530,-0.01387386
1986,4,11,46531,-0.02675246
1986,4,12,46532,-0.02326777
1986,4,13,46533,-0.02896827
1986,4,14,46534,-0.00031144
1986,4,15,46535,0.01804959
1986,4,16,46536,-0.00280664
1986,4,17,46537,0.04361715
1986,4,18,46538,0.01770749
1986,4,19,46539,0.00618570
1986,4,20,46540,-0.00320350
1986,4,21,46541,0.00623063
1986,4,22,46542,0.00290622
1986,4,23,46543,0.03260894
1986,4,24,46544,0.03816000
1986,4,25,46545,0.00786604
1986,4,26,46546,0.00324137
1986,4,27,46547,0.00986697
1986,4,28,46548,0.00569044
1986,4,29,46549,-0.01342043
1986,4,30,46550,-0.00564950
1986,5,1,46551,-0.01932927
1986,5,2,46552,-0.03641343
1986,5,3,46553,-0.04689010
1986,5,4,46554,-0.04260524
1986,5,5,46555,-0.04447341
1986,5,6,46556,-0.06351198
1986,5,7,46557,-0.02657171
1986,5,8,46558,-0.02777433
1986,5,9,46559,-0.02089864
1986,5,10,46560,-0.02059957
1986,5,11,46561,0.00985721
1986,5,12,46562,0.01192046
1986,5,13,46563,0.00443287
1986,5,14,46564,0.02311201
1986,5,15,46565,0.00950369
1986,5,16,46566,0.01069246
1986,5,17,46567,-0.01918604
1986,5,18,46568,-0.03151225
1986,5,19,46569,-0.06164280
1986,5,20,46570,-0.07133741
1986,5,21,46571,-0.03416451
1986,5,22,46572,-0.00487422
1986,5,23,46573,0.02184701
1986,5,24,46574,0.02427047
1986,5,25,46575,0.01519309
1986,5,26,46576,0.00198930
1986,5,27,46577,0.02708101
1986,5,28,46578,0.03653847
1986,5,29,46579,0.01708933
1986,5,30,46580,0.01922206
1986,5,31,46581,-0.00520926
1986,6,1,46582,-0.00094915
1986,6,2,46583,0.02490257
1986,6,3,46584,0.00015027
1986,6,4,46585,0.00341062
1986,6,5,46586,-0.01841519
1986,6,6,46587,-0.01114908
1986,6,7,46588,-0.00316454
1986,6,8,46589,-0.01231122
1986,6,9,46590,-0.02474764
1986,6,10,46591,-0.04471303
1986,6,11,46592,-0.02762240
1986,6,12,46593,-0.00934302
1986,6,13,46594,-0.03921302
1986,6,14,46595,-0.07359207
1986,6,15,46596,-0.06649243
1986,6,16,46597,-0.08566303
1986,6,17,46598,-0.08437529
1986,6,18,46599,-0.04703881
1986,6,19,46600,-0.03803322
1986,6,20,46601,-0.03516506
1986,6,21,46602,-0.05575774
1986,6,22,46603,-0.05619334
1986,6,23,46604,-0.05416240
1986,6,24,46605,-0.06734391
1986,6,25,46606,-0.05757374
1986,6,26,46607,-0.08716736
1986,6,27,46608,-0.08127525
1986,6,28,46609,-0.08131406
1986,6,29,46610,-0.07963429
1986,6,30,46611,-0.06401167
1986,7,1,46612,-0.02136687
1986,7,2,46613,-0.00439009
1986,7,3,46614,-0.00609596
1986,7,4,46615,0.00621265
1986,7,5,46616,0.02616089
1986,7,6,46617,0.03151215
1986,7,7,46618,0.02768618
1986,7,8,46619,0.01447559
1986,7,9,46620,-0.00667679
1986,7,10,46621,0.00023253
1986,7,11,46622,-0.03655865
1986,7,12,46623,-0.01146960
1986,7,13,46624,-0.02145041
1986,7,14,46625,0.01273679
1986,7,15,46626,0.00918651
1986,7,16,46627,0.02642867
1986,7,17,46628,0.01670492
1986,7,18,46629,0.01591952
1986,7,19,46630,0.04014165
1986,7,20,46631,-0.01740207
1986,7,21,46632,-0.02281717
1986,7,22,46633,0.02994121
1986,7,23,46634,0.01633201
1986,7,24,46635,-0.01828800
1986,7,25,46636,-0.02211190
1986,7,26,46637,0.03570123
1986,7,27,46638,0.01653968
1986,7,28,46639,0.03381057
1986,7,29,46640,0.01290115
1986,7,30,46641,-0.02747407
1986,7,31,46642,-0.04381726
1986,8,1,46643,-0.01834172
1986,8,2,46644,-0.04201036
1986,8,3,46645,-0.05428110
1986,8,4,46646,-0.03593751
1986,8,5,46647,-0.04445827
1986,8,6,46648,-0.04989165
1986,8,7,46649,-0.04174551
1986,8,8,46650,-0.05183986
1986,8,9,46651,-0.04987902
1986,8,10,46652,-0.04091894
1986,8,11,46653,-0.05764212
1986,8,12,46654,-0.03470537
1986,8,13,46655,-0.00561243
1986,8,14,46656,-0.04162177
1986,8,15,46657,-0.02535421
1986,8,16,46658,0.01247138
1986,8,17,46659,0.02039037
1986,8,18,46660,0.00475691
1986,8,19,46661,0.01410646
1986,8,20,46662,-0.02075773
1986,8,21,46663,-0.01726714
1986,8,22,46664,0.00054532
1986,8,23,46665,0.01065438
1986,8,24,46666,-0.01133867
1986,8,25,46667,-0.00428485
1986,8,26,46668,-0.01787817
1986,8,27,46669,-0.00320990
1986,8,28,46670,0.03639310
1986,8,29,46671,0.07505789
1986,8,30,46672,0.08467807
1986,8,31,46673,0.10424376
1986,9,1,46674,0.08792356
1986,9,2,46675,0.06003934
1986,9,3,46676,0.03464384
1986,9,4,46677,0.01201409
1986,9,5,46678,0.04976863
1986,9,6,46679,0.01002088
1986,9,7,46680,-0.02598304
1986,9,8,46681,-0.01027894
1986,9,9,46682,0.02960359
1986,9,10,46683,0.01784644
1986,9,11,46684,0.01536494
1986,9,12,46685,-0.00096247
1986,9,13,46686,-0.02370492
1986,9,14,46687,-0.07236790
1986,9,15,46688,-0.04857800
1986,9,16,46689,-0.03387216
1986,9,17,46690,-0.03322047
1986,9,18,46691,0.01483933
1986,9,19,46692,-0.00663289
1986,9,20,46693,0.00203806
1986,9,21,46694,0.04028546
1986,9,22,46695,0.04243827
1986,9,23,46696,0.03583061
1986,9,24,46697,0.01751843
1986,9,25,46698,0.02818671
1986,9,26,46699,0.02615066
1986,9,27,46700,0.04175625
1986,9,28,46701,0.05918903
1986,9,29,46702,0.04104306
1986,9,30,46703,0.01402441
1986,10,1,46704,0.00103125
1986,10,2,46705,-0.00886204
1986,10,3,46706,-0.00344401
1986,10,4,46707,-0.03202644
1986,10,5,46708,-0.04927015
1986,10,6,46709,-0.07489139
1986,10,7,46710,-0.06537563
1986,10,8,46711,-0.00897080
1986,10,9,46712,-0.02413115
1986,10,10,46713,-0.03580082
1986,10,11,46714,0.01468847
1986,10,12,46715,-0.00033074
1986,10,13,46716,0.01088810
1986,10,14,46717,0.04690131
1986,10,15,46718,0.03710726
1986,10,16,46719,0.02298516
1986,10,17,46720,-0.00547548
1986,10,18,46721,0.01689554
1986,10,19,46722,0.01544337
1986,10,20,46723,0.02682907
1986,10,21,46724,0.02556919
1986,10,22,46725,-0.01903053
1986,10,23,46726,-0.01883328
1986,10,24,46727,0.03819500
1986,10,25,46728,0.06385072
1986,10,26,46729,0.02939837
1986,10,27,46730,0.01240121
1986,10,28,46731,0.02183732
1986,10,29,46732,0.00415171
1986,10,30,46733,-0.04006346
1986,10,31,46734,0.01229329
1986,11,1,46735,0.01826561
1986,11,2,46736,-0.00142902
1986,11,3,46737,-0.02771353
1986,11,4,46738,-0.04712534
1986,11,5,46739,-0.01756058
1986,11,6,46740,-0.03893583
1986,11,7,46741,-0.01036139
1986,11,8,46742,-0.01866623
1986,11,9,46743,0.00651590
1986,11,10,46744,0.00293353
1986,11,11,46745,-0.01463699
1986,11,12,46746,-0.01312752
1986,11,13,46747,-0.00356332
1986,11,14,46748,-0.01611322
1986,11,15,46749,-0.01020639
1986,11,16,46750,-0.00555378
1986,11,17,46751,0.02257535
1986,11,18,46752,-0.01319863
1986,11,19,46753,-0.01734392
1986,11,20,46754,0.03470635
1986,11,21,46755,0.02362169
1986,11,22,46756,-0.02025638
1986,11,23,46757,-0.00592841
1986,11,24,46758,-0.02921405
1986,11,25,46759,-0.05352968
1986,11,26,46760,-0.04426678
1986,11,27,46761,-0.04070961
1986,11,28,46762,-0.05721070
1986,11,29,46763,-0.02834150
1986,11,30,46764,-0.02394013
1986,12,1,46765,-0.06148478
1986,12,2,46766,-0.00861850
1986,12,3,46767,-0.03062085
1986,12,4,46768,-0.03222392
1986,12,5,46769,-0.00939216
1986,12,6,46770,-0.00836495
1986,12,7,46771,-0.01793640
1986,12,8,46772,-0.08253734
1986,12,9,46773,-0.06408573
1986,12,10,46774,-0.05016740
1986,12,11,46775,-0.10065507
1986,12,12,46776,-0.08185389
1986,12,13,46777,-0.06974128
1986,12,14,46778,-0.12656332
1986,12,15,46779,-0.08360115
1986,12,16,46780,-0.07936483
1986,12,17,46781,-0.02588529
1986,12,18,46782,-0.00101351
1986,12,19,46783,-0.02715605
1986,12,20,46784,-0.05773489
1986,12,21,46785,-0.00807270
1986,12,22,46786,-0.03364054
1986,12,23,46787,-0.06810914
1986,12,24,46788,-0.04790867
1986,12,25,46789,-0.05480759
1986,12,26,46790,-0.06143662
1986,12,27,46791,-0.04254829
1986,12,28,46792,-0.02499783
1986,12,29,46793,-0.04798443
1986,12,30,46794,-0.00958335
1986,12,31,46795,-0.01745715
1987,1,1,46796,-0.04672494
1987,1,2,46797,-0.03836352
1987,1,3,46798,-0.00788187
1987,1,4,46799,-0.05809052
1987,1,5,46800,-0.00659362
1987,1,6,46801,-0.04836685
1987,1,7,46802,-0.04014157
1987,1,8,46803,-0.06383682
1987,1,9,46804,-0.07510260
1987,1,10,46805,-0.04347525
1987,1,11,46806,-0.03823635
1987,1,12,46807,-0.06974897
1987,1,13,46808,-0.12977265
1987,1,14,46809,-0.09857020
1987,1,15,46810,-0.05230871
1987,1,16,46811,-0.08081155
1987,1,17,46812,-0.04511171
1987,1,18,46813,-0.08748905
1987,1,19,46814,-0.06350099
1987,1,20,46815,-0.07759105
1987,1,21,46816,-0.07664727
1987,1,22,46817,-0.06155929
1987,1,23,46818,-0.05342659
1987,1,24,46819,-0.03424563
1987,1,25,46820,-0.03178862
1987,1,26,46821,-0.00750583
1987,1,27,46822,0.00621956
1987,1,28,46823,-0.00351552
1987,1,29,46824,-0.01052731
1987,1,30,46825,-0.00168869
1987,1,31,46826,-0.01965451
1987,2,1,46827,0.01104194
1987,2,2,46828,-0.01039161
1987,2,3,46829,-0.03430557
1987,2,4,46830,-0.03585814
1987,2,5,46831,0.01155810
1987,2,6,46832,0.00638388
1987,2,7,46833,0.01598153
1987,2,8,46834,0.00881424
1987,2,9,46835,0.01390806
1987,2,10,46836,0.03108832
1987,2,11,46837,0.02855610
1987,2,12,46838,0.03667042
1987,2,13,46839,0.01787504
1987,2,14,46840,0.03311634
1987,2,15,46841,0.04768729
1987,2,16,46842,0.03979011
1987,2,17,46843,0.01930631
1987,2,18,46844,-0.02079781
1987,2,19,46845,-0.02268371
1987,2,20,46846,0.02935085
1987,2,21,46847,0.03225253
1987,2,22,46848,0.02745089
1987,2,23,46849,0.04654722
1987,2,24,46850,0.05594929
1987,2,25,46851,0.03145582
1987,2,26,46852,-0.00542506
1987,2,27,46853,0.00324734
1987,2,28,46854,0.00284989
1987,3,1,46855,-0.00717269
1987,3,2,46856,0.01427850
1987,3,3,46857,0.01030682
1987,3,4,46858,0.01428880
1987,3,5,46859,-0.01331198
1987,3,6,46860,-0.03975765
1987,3,7,46861,-0.07816255
1987,3,8,46862,-0.04912603
1987,3,9,46863,-0.09638372
1987,3,10,46864,-0.06368531
1987,3,11,46865,-0.00328447
1987,3,12,46866,0.00797445
1987,3,13,46867,-0.02989338
1987,3,14,46868,-0.05145689
1987,3,15,46869,-0.06402995
1987,3,16,46870,-0.02826312
1987,3,17,46871,-0.04002744
1987,3,18,46872,-0.07128939
1987,3,19,46873,-0.01067010
1987,3,20,46874,0.02443355
1987,3,21,46875,0.01495967
1987,3,22,46876,-0.01252275
1987,3,23,46877,-0.05621168
1987,3,24,46878,-0.06002579
1987,3,25,46879,-0.05028691
1987,3,26,46880,-0.05256396
1987,3,27,46881,-0.03473333
1987,3,28,46882,-0.00601204
1987,3,29,46883,0.02530164
1987,3,30,46884,0.00538509
1987,3,31,46885,0.02084918
1987,4,1,46886,-0.02058589
1987,4,2,46887,-0.01962170
1987,4,3,46888,-0.04581528
1987,4,4,46889,-0.02359381
1987,4,5,46890,-0.01805298
1987,4,6,46891,-0.02117326
1987,4,7,46892,-0.06119800
1987,4,8,46893,-0.06171962
1987,4,9,46894,-0.06204527
1987,4,10,46895,-0.04968371
1987,4,11,46896,-0.01108644
1987,4,12,46897,-0.00066529
1987,4,13,46898,0.00601159
1987,4,14,46899,-0.01321560
1987,4,15,46900,-0.01256226
1987,4,16,46901,0.03410027
1987,4,17,46902,0.02611956
1987,4,18,46903,0.02256841
1987,4,19,46904,0.00347400
1987,4,20,46905,0.01637048
1987,4,21,46906,0.02476373
1987,4,22,46907,0.00223633
1987,4,23,46908,-0.01458216
1987,4,24,46909,0.01096786
1987,4,25,46910,0.01373411
1987,4,26,46911,0.02102179
1987,4,27,46912,0.04907757
1987,4,28,46913,0.05184288
1987,4,29,46914,0.00459238
1987,4,30,46915,-0.00299389
1987,5,1,46916,-0.02187535
1987,5,2,46917,0.01872868
1987,5,3,46918,0.03702311
1987,5,4,46919,0.01137120
1987,5,5,46920,0.01574750
1987,5,6,46921,0.04230673
1987,5,7,46922,0.01040158
1987,5,8,46923,0.01245177
1987,5,9,46924,0.03387135
1987,5,10,46925,0.01115241
1987,5,11,46926,0.02409988
1987,5,12,46927,0.02465350
1987,5,13,46928,0.03327619
1987,5,14,46929,0.02382567
1987,5,15,46930,0.00785988
1987,5,16,46931,0.01156674
1987,5,17,46932,0.01003935
1987,5,18,46933,0.02364732
1987,5,19,46934,0.02477524
1987,5,20,46935,-0.01330732
1987,5,21,46936,-0.00798172
1987,5,22,46937,0.02572906
1987,5,23,46938,0.04114512
1987,5,24,46939,0.07827498
1987,5,25,46940,0.07553074
1987,5,26,46941,0.05313145
1987,5,27,46942,0.05652609
1987,5,28,46943,0.03723162
1987,5,29,46944,0.03967175
1987,5,30,46945,0.01444677
1987,5,31,46946,0.02880463
1987,6,1,46947,0.03140355
1987,6,2,46948,0.02368172
1987,6,3,46949,0.00539049
1987,6,4,46950,-0.01139535
1987,6,5,46951,-0.02106809
1987,6,6,46952,-0.00354068
1987,6,7,46953,0.01117207
1987,6,8,46954,0.01960199
1987,6,9,46955,0.01492296
1987,6,10,46956,0.03225163
1987,6,11,46957,0.01174449
1987,6,12,46958,0.01811178
1987,6,13,46959,0.03678617
1987,6,14,46960,0.05585151
1987,6,15,46961,0.03858648
1987,6,16,46962,-0.00618435
1987,6,17,46963,-0.02003609
1987,6,18,46964,-0.03285403
1987,6,19,46965,-0.01611389
1987,6,20,46966,-0.05960641
1987,6,21,46967,-0.06610453
1987,6,22,46968,-0.03083877
1987,6,23,46969,0.01003063
1987,6,24,46970,0.03316447
1987,6,25,46971,0.01950616
1987,6,26,46972,0.04089730
1987,6,27,46973,0.04794744
1987,6,28,46974,0.05284938
1987,6,29,46975,0.03529425
1987,6,30,46976,0.04622747
1987,7,1,46977,0.02517960
1987,7,2,46978,0.01225093
1987,7,3,46979,0.01585902
1987,7,4,46980,0.00463001
1987,7,5,46981,0.02638728
1987,7,6,46982,0.02463688
1987,7,7,46983,0.03205123
1987,7,8,46984,0.03565443
1987,7,9,46985,0.03037085
1987,7,10,46986,-0.01678184
1987,7,11,46987,-0.02055448
1987,7,12,46988,-0.01331731
1987,7,13,46989,-0.00781551
1987,7,14,46990,0.00899183
1987,7,15,46991,-0.00864167
1987,7,16,46992,-0.02092692
1987,7,17,46993,-0.02458258
1987,7,18,46994,-0.01217642
1987,7,19,46995,-0.01426823
1987,7,20,46996,-0.01104484
1987,7,21,46997,-0.00720547
1987,7,22,46998,0.01523453
1987,7,23,46999,-0.03857051
1987,7,24,47000,-0.01469544
1987,7,25,47001,0.00812027
1987,7,26,47002,0.00126356
1987,7,27,47003,-0.02361025
1987,7,28,47004,-0.05318621
1987,7,29,47005,-0.04655925
1987,7,30,47006,-0.01659360
1987,7,31,47007,0.02021113
1987,8,1,47008,0.00735179
1987,8,2,47009,0.02466540
1987,8,3,47010,0.03434981
1987,8,4,47011,0.04316759
1987,8,5,47012,0.03607300
1987,8,6,47013,0.06672984
1987,8,7,47014,0.05883587
1987,8,8,47015,0.06877978
1987,8,9,47016,0.05513274
1987,8,10,47017,0.02945394
1987,8,11,47018,-0.01567340
1987,8,12,47019,-0.00867007
1987,8,13,47020,0.00227330
1987,8,14,47021,0.03586461
1987,8,15,47022,0.02093855
1987,8,16,47023,0.02865609
1987,8,17,47024,0.03665341
1987,8,18,47025,0.04620192
1987,8,19,47026,0.02942072
1987,8,20,47027,0.03823805
1987,8,21,47028,0.05021483
1987,8,22,47029,0.05225074
1987,8,23,47030,0.02335776
1987,8,24,47031,0.01796600
1987,8,25,47032,0.02947268
1987,8,26,47033,0.04062895
1987,8,27,47034,0.04201918
1987,8,28,47035,0.04650677
1987,8,29,47036,0.02862949
1987,8,30,47037,0.03683780
1987,8,31,47038,0.00783844
1987,9,1,47039,0.00285257
1987,9,2,47040,0.00860018
1987,9,3,47041,0.01210321
1987,9,4,47042,0.01184444
1987,9,5,47043,0.01063324
1987,9,6,47044,0.00114569
1987,9,7,47045,-0.00004953
1987,9,8,47046,0.03013129
1987,9,9,47047,0.01016314
1987,9,10,47048,0.00037954
1987,9,11,47049,0.02372681
1987,9,12,47050,0.01719247
1987,9,13,47051,0.02869555
1987,9,14,47052,0.00608354
1987,9,15,47053,-0.02477148
1987,9,16,47054,-0.04465399
1987,9,17,47055,-0.05656493
1987,9,18,47056,-0.05411041
1987,9,19,47057,0.01197493
1987,9,20,47058,0.00281162
1987,9,21,47059,0.03700657
1987,9,22,47060,0.02484569
1987,9,23,47061,0.00277662
1987,9,24,47062,-0.01266701
1987,9,25,47063,-0.01692653
1987,9,26,47064,-0.02564182
1987,9,27,47065,-0.00913878
1987,9,28,47066,-0.01647859
1987,9,29,47067,0.00142271
1987,9,30,47068,-0.02781378
1987,10,1,47069,-0.02341254
1987,10,2,47070,-0.04830163
1987,10,3,47071,-0.01322668
1987,10,4,47072,0.01085107
1987,10,5,47073,0.01977438
1987,10,6,47074,0.03210559
1987,10,7,47075,0.06588072
1987,10,8,47076,0.06682882
1987,10,9,47077,0.08729168
1987,10,10,47078,0.03113206
1987,10,11,47079,-0.00560560
1987,10,12,47080,-0.01525385
1987,10,13,47081,-0.02377725
1987,10,14,47082,-0.06381078
1987,10,15,47083,0.00884896
1987,10,16,47084,-0.02866718
1987,10,17,47085,0.00892685
1987,10,18,47086,0.05725433
1987,10,19,47087,0.00900700
1987,10,20,47088,-0.04116941
1987,10,21,47089,-0.04225620
1987,10,22,47090,-0.04894830
1987,10,23,47091,-0.00894267
1987,10,24,47092,0.04495989
1987,10,25,47093,0.07398972
1987,10,26,47094,0.07415568
1987,10,27,47095,0.03707528
1987,10,28,47096,0.03304745
1987,10,29,47097,0.04206822
1987,10,30,47098,0.01836969
1987,10,31,47099,-0.00347440
1987,11,1,47100,0.00706141
1987,11,2,47101,0.01023511
1987,11,3,47102,0.01978949
1987,11,4,47103,0.02432974
1987,11,5,47104,0.03572076
1987,11,6,47105,-0.00363569
1987,11,7,47106,0.01059716
1987,11,8,47107,0.00082138
1987,11,9,47108,0.00177483
1987,11,10,47109,0.03176927
1987,11,11,47110,0.01256833
1987,11,12,47111,0.03418120
1987,11,13,47112,0.05069159
1987,11,14,47113,0.04496851
1987,11,15,47114,0.02392656
1987,11,16,47115,0.01508525
1987,11,17,47116,0.00929994
1987,11,18,47117,-0.02414314
1987,11,19,47118,-0.02721198
1987,11,20,47119,0.02309454
1987,11,21,47120,0.05747861
1987,11,22,47121,0.05614179
1987,11,23,47122,0.04089184
1987,11,24,47123,0.01227939
1987,11,25,47124,0.03310257
1987,11,26,47125,0.02407408
1987,11,27,47126,0.01645046
1987,11,28,47127,-0.04018191
1987,11,29,47128,-0.03728155
1987,11,30,47129,-0.03306506
1987,12,1,47130,-0.01885016
1987,12,2,47131,-0.01041812
1987,12,3,47132,0.00826288
1987,12,4,47133,0.00463093
1987,12,5,47134,-0.00578476
1987,12,6,47135,-0.00428479
1987,12,7,47136,-0.01300435
1987,12,8,47137,0.00644853
1987,12,9,47138,-0.03445423
1987,12,10,47139,-0.05826900
1987,12,11,47140,-0.05475889
1987,12,12,47141,-0.06225459
1987,12,13,47142,-0.04344750
1987,12,14,47143,-0.03092335
1987,12,15,47144,-0.02017130
1987,12,16,47145,-0.02137628
1987,12,17,47146,-0.04264354
1987,12,18,47147,-0.03144718
1987,12,19,47148,0.01283976
1987,12,20,47149,0.00072022
1987,12,21,47150,0.01726116
1987,12,22,47151,0.00286101
1987,12,23,47152,-0.05812288
1987,12,24,47153,-0.06332711
1987,12,25,47154,-0.02455207
1987,12,26,47155,-0.01069013
1987,12,27,47156,-0.03489089
1987,12,28,47157,-0.02625747
1987,12,29,47158,-0.03544513
1987,12,30,47159,-0.02841547
1987,12,31,47160,-0.01081619
1988,1,1,47161,0.00854715
1988,1,2,47162,0.02466679
1988,1,3,47163,0.03991787
1988,1,4,47164,-0.00721207
1988,1,5,47165,-0.04783431
1988,1,6,47166,-0.06978374
1988,1,7,47167,-0.07509193
1988,1,8,47168,-0.11446263
1988,1,9,47169,-0.10051909
1988,1,10,47170,-0.07844876
1988,1,11,47171,-0.04446858
1988,1,12,47172,-0.05159185
1988,1,13,47173,-0.07707939
1988,1,14,47174,-0.06788587
1988,1,15,47175,-0.07438156
1988,1,16,47176,-0.09227230
1988,1,17,47177,-0.08253807
1988,1,18,47178,-0.09593456
1988,1,19,47179,-0.11782763
1988,1,20,47180,-0.08627216
1988,1,21,47181,-0.05817996
1988,1,22,47182,-0.05713228
1988,1,23,47183,-0.03401836
1988,1,24,47184,-0.05568184
1988,1,25,47185,-0.05751714
1988,1,26,47186,-0.04678564
1988,1,27,47187,-0.10026777
1988,1,28,47188,-0.10692583
1988,1,29,47189,-0.07884836
1988,1,30,47190,-0.06379947
1988,1,31,47191,-0.07387448
1988,2,1,47192,-0.03791749
1988,2,2,47193,-0.06651397
1988,2,3,47194,-0.04099186
1988,2,4,47195,-0.01337066
1988,2,5,47196,-0.01074479
1988,2,6,47197,-0.02988841
1988,2,7,47198,-0.01236887
1988,2,8,47199,0.00536771
1988,2,9,47200,-0.00500144
1988,2,10,47201,0.00085044
1988,2,11,47202,0.00826314
1988,2,12,47203,-0.01961300
1988,2,13,47204,-0.04633998
1988,2,14,47205,-0.06747404
1988,2,15,47206,-0.06723732
1988,2,16,47207,-0.03505558
1988,2,17,47208,-0.03045589
1988,2,18,47209,-0.02799977
1988,2,19,47210,-0.00582386
1988,2,20,47211,0.00110929
1988,2,21,47212,-0.02150828
1988,2,22,47213,-0.00486560
1988,2,23,47214,-0.01640284
1988,2,24,47215,0.01882297
1988,2,25,47216,-0.01179675
1988,2,26,47217,-0.04383235
1988,2,27,47218,-0.02012649
1988,2,28,47219,-0.01589534
1988,2,29,47220,0.01589781
1988,3,1,47221,-0.00824757
1988,3,2,47222,-0.01570992
1988,3,3,47223,-0.01492580
1988,3,4,47224,-0.00874021
1988,3,5,47225,-0.00161781
1988,3,6,47226,-0.01719612
1988,3,7,47227,0.01836043
1988,3,8,47228,0.01574336
1988,3,9,47229,0.00927329
1988,3,10,47230,-0.00127017
1988,3,11,47231,0.00437304
1988,3,12,47232,0.04214805
1988,3,13,47233,-0.00393627
1988,3,14,47234,-0.02199884
1988,3,15,47235,-0.02019770
1988,3,16,47236,-0.04038130
1988,3,17,47237,-0.01006801
1988,3,18,47238,-0.01416520
1988,3,19,47239,0.02314011
1988,3,20,47240,0.00754451
1988,3,21,47241,-0.02419460
1988,3,22,47242,-0.02507889
1988,3,23,47243,-0.03297825
1988,3,24,47244,-0.02264283
1988,3,25,47245,-0.01600044
1988,3,26,47246,-0.01760791
1988,3,27,47247,0.00416638
1988,3,28,47248,-0.01008015
1988,3,29,47249,-0.03834193
1988,3,30,47250,-0.00385062
1988,3,31,47251,0.00658249
1988,4,1,47252,-0.02419389
1988,4,2,47253,0.01473374
1988,4,3,47254,0.02998142
1988,4,4,47255,0.04784987
1988,4,5,47256,0.03286826
1988,4,6,47257,0.00277272
1988,4,7,47258,0.01564420
1988,4,8,47259,0.01693555
1988,4,9,47260,0.01941389
1988,4,10,47261,-0.02341945
1988,4,11,47262,-0.01867185
1988,4,12,47263,0.00189514
1988,4,13,47264,-0.01586077
1988,4,14,47265,-0.03025263
1988,4,15,47266,-0.00482708
1988,4,16,47267,0.02074061
1988,4,17,47268,0.03187250
1988,4,18,47269,-0.05089769
1988,4,19,47270,-0.05518947
1988,4,20,47271,-0.06350080
1988,4,21,47272,-0.08841019
1988,4,22,47273,-0.05054416
1988,4,23,47274,-0.05295498
1988,4,24,47275,-0.01847239
1988,4,25,47276,-0.03603802
1988,4,26,47277,-0.00015547
1988,4,27,47278,0.00988855
1988,4,28,47279,-0.00517293
1988,4,29,47280,-0.03295382
1988,4,30,47281,-0.01638090
1988,5,1,47282,-0.01484406
1988,5,2,47283,-0.04007399
1988,5,3,47284,-0.02839322
1988,5,4,47285,-0.00526953
1988,5,5,47286,-0.02632400
1988,5,6,47287,-0.01149102
1988,5,7,47288,0.01153451
1988,5,8,47289,-0.00628830
1988,5,9,47290,0.00428928
1988,5,10,47291,0.01041172
1988,5,11,47292,-0.01190843
1988,5,12,47293,-0.03033177
1988,5,13,47294,-0.01974602
1988,5,14,47295,-0.03074886
1988,5,15,47296,-0.06666371
1988,5,16,47297,-0.08664893
1988,5,17,47298,-0.04594418
1988,5,18,47299,-0.00705858
1988,5,19,47300,-0.01525643
1988,5,20,47301,-0.01355120
1988,5,21,47302,-0.01959624
1988,5,22,47303,-0.02318973
1988,5,23,47304,-0.00914537
1988,5,24,47305,-0.01121218
1988,5,25,47306,-0.02572192
1988,5,26,47307,0.00479737
1988,5,27,47308,0.04090930
1988,5,28,47309,0.04077065
1988,5,29,47310,0.01860058
1988,5,30,47311,0.02503992
1988,5,31,47312,0.02858614
1988,6,1,47313,0.01541272
1988,6,2,47314,0.05338849
1988,6,3,47315,0.07128204
1988,6,4,47316,0.06248551
1988,6,5,47317,0.00383571
1988,6,6,47318,-0.04660828
1988,6,7,47319,-0.09174681
1988,6,8,47320,-0.02341243
1988,6,9,47321,0.03494073
1988,6,10,47322,0.04779018
1988,6,11,47323,0.07705199
1988,6,12,47324,0.05726329
1988,6,13,47325,0.04279403
1988,6,14,47326,0.03989436
1988,6,15,47327,0.03498920
1988,6,16,47328,0.02520936
1988,6,17,47329,0.02176655
1988,6,18,47330,-0.01215946
1988,6,19,47331,-0.05044053
1988,6,20,47332,-0.03310630
