Year,Month,Day,MJD,AAM_ms
1991,4,2,48348,0.36840694
1991,4,3,48349,0.34475974
1991,4,4,48350,0.36360816
1991,4,5,48351,0.41659220
1991,4,6,48352,0.42271422
1991,4,7,48353,0.37202417
1991,4,8,48354,0.34644660
1991,4,9,48355,0.30924738
1991,4,10,48356,0.27906368
1991,4,11,48357,0.26206672
1991,4,12,48358,0.25323127
1991,4,13,48359,0.30694685
1991,4,14,48360,0.34143366
1991,4,15,48361,0.31774644
1991,4,16,48362,0.32163504
1991,4,17,48363,0.30403120
1991,4,18,48364,0.24463212
1991,4,19,48365,0.20752432
1991,4,20,48366,0.24090474
1991,4,21,48367,0.29417038
1991,4,22,48368,0.36810869
1991,4,23,48369,0.37242502
1991,4,24,48370,0.42471244
1991,4,25,48371,0.44150024
1991,4,26,48372,0.47468308
1991,4,27,48373,0.47985118
1991,4,28,48374,0.45294152
1991,4,29,48375,0.44596146
1991,4,30,48376,0.46569840
1991,5,1,48377,0.49871385
1991,5,2,48378,0.49757390
1991,5,3,48379,0.47395517
1991,5,4,48380,0.44615735
1991,5,5,48381,0.40639610
1991,5,6,48382,0.42249440
1991,5,7,48383,0.45650620
1991,5,8,48384,0.48317279
1991,5,9,48385,0.48371294
1991,5,10,48386,0.48662033
1991,5,11,48387,0.48770330
1991,5,12,48388,0.48465037
1991,5,13,48389,0.47758477
1991,5,14,48390,0.49313889
1991,5,15,48391,0.50661350
1991,5,16,48392,0.49906901
1991,5,17,48393,0.45443939
1991,5,18,48394,0.34390350
1991,5,19,48395,0.22764777
1991,5,20,48396,0.17488381
1991,5,21,48397,0.18621356
1991,5,22,48398,0.14463881
1991,5,23,48399,0.09678213
1991,5,24,48400,0.04136681
1991,5,25,48401,-0.00024520
1991,5,26,48402,-0.00860696
1991,5,27,48403,0.03496556
1991,5,28,48404,0.03523059
1991,5,29,48405,0.10879981
1991,5,30,48406,0.18118763
1991,5,31,48407,0.18851874
1991,6,1,48408,0.18286172
1991,6,2,48409,0.19826297
1991,6,3,48410,0.23048397
1991,6,4,48411,0.25661878
1991,6,5,48412,0.23539213
1991,6,6,48413,0.23616874
1991,6,7,48414,0.25920410
1991,6,8,48415,0.27603038
1991,6,9,48416,0.29666772
1991,6,10,48417,0.33484237
1991,6,11,48418,0.37537632
1991,6,12,48419,0.36774424
1991,6,13,48420,0.34700886
1991,6,14,48421,0.29932993
1991,6,15,48422,0.19845777
1991,6,16,48423,0.11192733
1991,6,17,48424,0.04815810
1991,6,18,48425,-0.05745406
1991,6,19,48426,-0.12706404
1991,6,20,48427,-0.14480649
1991,6,21,48428,-0.20815190
1991,6,22,48429,-0.22128890
1991,6,23,48430,-0.29455676
1991,6,24,48431,-0.30867220
1991,6,25,48432,-0.33986658
1991,6,26,48433,-0.38102056
1991,6,27,48434,-0.39515943
1991,6,28,48435,-0.40219809
1991,6,29,48436,-0.43261171
1991,6,30,48437,-0.44660538
1991,7,1,48438,-0.52930571
1991,7,2,48439,-0.55811820
1991,7,3,48440,-0.52429746
1991,7,4,48441,-0.51744824
1991,7,5,48442,-0.50617442
1991,7,6,48443,-0.53138214
1991,7,7,48444,-0.57818297
1991,7,8,48445,-0.59028854
1991,7,9,48446,-0.59786615
1991,7,10,48447,-0.60833261
1991,7,11,48448,-0.63014607
1991,7,12,48449,-0.63276352
1991,7,13,48450,-0.57921830
1991,7,14,48451,-0.55058631
1991,7,15,48452,-0.51382727
1991,7,16,48453,-0.49447847
1991,7,17,48454,-0.47563396
1991,7,18,48455,-0.48794283
1991,7,19,48456,-0.47465940
1991,7,20,48457,-0.46350976
1991,7,21,48458,-0.48814403
1991,7,22,48459,-0.50922325
1991,7,23,48460,-0.50948912
1991,7,24,48461,-0.49920745
1991,7,25,48462,-0.52862330
1991,7,26,48463,-0.53837252
1991,7,27,48464,-0.56921181
1991,7,28,48465,-0.60040538
1991,7,29,48466,-0.61664953
1991,7,30,48467,-0.63881983
1991,7,31,48468,-0.68299787
1991,8,1,48469,-0.74919876
1991,8,2,48470,-0.78720007
1991,8,3,48471,-0.75821734
1991,8,4,48472,-0.76281874
1991,8,5,48473,-0.77390385
1991,8,6,48474,-0.80084005
1991,8,7,48475,-0.82434047
1991,8,8,48476,-0.82901171
1991,8,9,48477,-0.83030420
1991,8,10,48478,-0.79686920
1991,8,11,48479,-0.79214987
1991,8,12,48480,-0.73339307
1991,8,13,48481,-0.65051395
1991,8,14,48482,-0.55798138
1991,8,15,48483,-0.52704467
1991,8,16,48484,-0.52100517
1991,8,17,48485,-0.53085954
1991,8,18,48486,-0.51226540
1991,8,19,48487,-0.48922467
1991,8,20,48488,-0.49119614
1991,8,21,48489,-0.50854609
1991,8,22,48490,-0.52804466
1991,8,23,48491,-0.54929515
1991,8,24,48492,-0.49467744
1991,8,25,48493,-0.48652824
1991,8,26,48494,-0.47403532
1991,8,27,48495,-0.38649435
1991,8,28,48496,-0.30135376
1991,8,29,48497,-0.31178824
1991,8,30,48498,-0.34320539
1991,8,31,48499,-0.36449816
1991,9,1,48500,-0.29043828
1991,9,2,48501,-0.23715592
1991,9,3,48502,-0.20704470
1991,9,4,48503,-0.16187818
1991,9,5,48504,-0.12486895
1991,9,6,48505,-0.12631813
1991,9,7,48506,-0.14460617
1991,9,8,48507,-0.15833214
1991,9,9,48508,-0.17005831
1991,9,10,48509,-0.15318962
1991,9,11,48510,-0.08688757
1991,9,12,48511,-0.05598124
1991,9,13,48512,-0.07090686
1991,9,14,48513,-0.14891366
1991,9,15,48514,-0.18679829
1991,9,16,48515,-0.18125507
1991,9,17,48516,-0.22183787
1991,9,18,48517,-0.26879396
1991,9,19,48518,-0.25708386
1991,9,20,48519,-0.21841875
1991,9,21,48520,-0.19513908
1991,9,22,48521,-0.19565884
1991,9,23,48522,-0.13963485
1991,9,24,48523,-0.09989813
1991,9,25,48524,-0.04990627
1991,9,26,48525,0.02006446
1991,9,27,48526,0.04721124
1991,9,28,48527,0.05594438
1991,9,29,48528,0.04035001
1991,9,30,48529,0.00744687
1991,10,1,48530,-0.03323681
1991,10,2,48531,-0.07835927
1991,10,3,48532,-0.09434308
1991,10,4,48533,-0.14230086
1991,10,5,48534,-0.16119888
1991,10,6,48535,-0.16338319
1991,10,7,48536,-0.16353821
1991,10,8,48537,-0.15143179
1991,10,9,48538,-0.15507107
1991,10,10,48539,-0.13254964
1991,10,11,48540,-0.11914851
1991,10,12,48541,-0.11504489
1991,10,13,48542,-0.18679878
1991,10,14,48543,-0.25339822
1991,10,15,48544,-0.33144687
1991,10,16,48545,-0.42257146
1991,10,17,48546,-0.40399653
1991,10,18,48547,-0.38203892
1991,10,19,48548,-0.34960983
1991,10,20,48549,-0.31913486
1991,10,21,48550,-0.28141425
1991,10,22,48551,-0.18256412
1991,10,23,48552,-0.14640917
1991,10,24,48553,-0.09626564
1991,10,25,48554,-0.06812060
1991,10,26,48555,-0.02434428
1991,10,27,48556,0.07706686
1991,10,28,48557,0.12104201
1991,10,29,48558,0.12444688
1991,10,30,48559,0.13572540
1991,10,31,48560,0.14939246
1991,11,1,48561,0.12917628
1991,11,2,48562,0.15207164
1991,11,3,48563,0.18794788
1991,11,4,48564,0.20235213
1991,11,5,48565,0.16961368
1991,11,6,48566,0.15331192
1991,11,7,48567,0.14823166
1991,11,8,48568,0.16051898
1991,11,9,48569,0.21365491
1991,11,10,48570,0.24119354
1991,11,11,48571,0.24003649
1991,11,12,48572,0.23928544
1991,11,13,48573,0.23615126
1991,11,14,48574,0.26464285
1991,11,15,48575,0.27130912
1991,11,16,48576,0.32141272
1991,11,17,48577,0.35712271
1991,11,18,48578,0.32470698
1991,11,19,48579,0.33724952
1991,11,20,48580,0.30618567
1991,11,21,48581,0.27087245
1991,11,22,48582,0.24839821
1991,11,23,48583,0.27351790
1991,11,24,48584,0.36890588
1991,11,25,48585,0.42124397
1991,11,26,48586,0.45599229
1991,11,27,48587,0.51639606
1991,11,28,48588,0.54569551
1991,11,29,48589,0.53056515
1991,11,30,48590,0.50950558
1991,12,1,48591,0.50478989
1991,12,2,48592,0.50237402
1991,12,3,48593,0.51380367
1991,12,4,48594,0.49381795
1991,12,5,48595,0.49207210
1991,12,6,48596,0.50031618
1991,12,7,48597,0.51613852
1991,12,8,48598,0.53271196
1991,12,9,48599,0.53327003
1991,12,10,48600,0.52037722
1991,12,11,48601,0.51146659
1991,12,12,48602,0.53138253
1991,12,13,48603,0.51176864
1991,12,14,48604,0.51045857
1991,12,15,48605,0.51063815
1991,12,16,48606,0.49436575
1991,12,17,48607,0.52018708
1991,12,18,48608,0.48659319
1991,12,19,48609,0.46906269
1991,12,20,48610,0.39865077
1991,12,21,48611,0.34202727
1991,12,22,48612,0.31484337
1991,12,23,48613,0.28369062
1991,12,24,48614,0.24870682
1991,12,25,48615,0.27423102
1991,12,26,48616,0.28778701
1991,12,27,48617,0.33348554
1991,12,28,48618,0.33632468
1991,12,29,48619,0.32437283
1991,12,30,48620,0.34361350
1991,12,31,48621,0.36690535
1992,1,1,48622,0.35456355
1992,1,2,48623,0.37861763
1992,1,3,48624,0.39894693
1992,1,4,48625,0.46891743
1992,1,5,48626,0.48772898
1992,1,6,48627,0.50158544
1992,1,7,48628,0.51811257
1992,1,8,48629,0.48925355
1992,1,9,48630,0.50805225
1992,1,10,48631,0.53427778
1992,1,11,48632,0.55603202
1992,1,12,48633,0.56038986
1992,1,13,48634,0.54018283
1992,1,14,48635,0.49728729
1992,1,15,48636,0.46811557
1992,1,16,48637,0.46507847
1992,1,17,48638,0.47393382
1992,1,18,48639,0.49095157
1992,1,19,48640,0.54010588
1992,1,20,48641,0.54811813
1992,1,21,48642,0.54334872
1992,1,22,48643,0.56835271
1992,1,23,48644,0.54392094
1992,1,24,48645,0.52716593
1992,1,25,48646,0.47844729
1992,1,26,48647,0.50303521
1992,1,27,48648,0.53880639
1992,1,28,48649,0.51318616
1992,1,29,48650,0.56748153
1992,1,30,48651,0.59651877
1992,1,31,48652,0.62342629
1992,2,1,48653,0.63131552
1992,2,2,48654,0.60435823
1992,2,3,48655,0.58907132
1992,2,4,48656,0.55583568
1992,2,5,48657,0.50311742
1992,2,6,48658,0.51686617
1992,2,7,48659,0.53038256
1992,2,8,48660,0.51324130
1992,2,9,48661,0.47796601
1992,2,10,48662,0.39590256
1992,2,11,48663,0.36523776
1992,2,12,48664,0.34024566
1992,2,13,48665,0.33236231
1992,2,14,48666,0.30100335
1992,2,15,48667,0.27266657
1992,2,16,48668,0.29208122
1992,2,17,48669,0.25189428
1992,2,18,48670,0.20757285
1992,2,19,48671,0.22756033
1992,2,20,48672,0.22413262
1992,2,21,48673,0.22624705
1992,2,22,48674,0.25584401
1992,2,23,48675,0.31480366
1992,2,24,48676,0.31605937
1992,2,25,48677,0.32697613
1992,2,26,48678,0.35119672
1992,2,27,48679,0.29331176
1992,2,28,48680,0.28273914
1992,2,29,48681,0.24390033
1992,3,1,48682,0.27431395
1992,3,2,48683,0.26079510
1992,3,3,48684,0.31961202
1992,3,4,48685,0.37144672
1992,3,5,48686,0.39782330
1992,3,6,48687,0.42958989
1992,3,7,48688,0.48333908
1992,3,8,48689,0.50249701
1992,3,9,48690,0.49388925
1992,3,10,48691,0.46317789
1992,3,11,48692,0.52475899
1992,3,12,48693,0.56748144
1992,3,13,48694,0.62200345
1992,3,14,48695,0.66790913
1992,3,15,48696,0.68449572
1992,3,16,48697,0.69904446
1992,3,17,48698,0.69488114
1992,3,18,48699,0.65656165
1992,3,19,48700,0.64601599
1992,3,20,48701,0.68783701
1992,3,21,48702,0.69592380
1992,3,22,48703,0.67350971
1992,3,23,48704,0.69277320
1992,3,24,48705,0.68785890
1992,3,25,48706,0.65608254
1992,3,26,48707,0.60983900
1992,3,27,48708,0.61304959
1992,3,28,48709,0.61547747
1992,3,29,48710,0.63157715
1992,3,30,48711,0.62588440
1992,3,31,48712,0.63744131
1992,4,1,48713,0.61966420
1992,4,2,48714,0.63839658
1992,4,3,48715,0.63487838
1992,4,4,48716,0.63960400
1992,4,5,48717,0.60977147
1992,4,6,48718,0.54142663
1992,4,7,48719,0.51142200
1992,4,8,48720,0.56641438
1992,4,9,48721,0.53564651
1992,4,10,48722,0.53283235
1992,4,11,48723,0.56032068
1992,4,12,48724,0.59497231
1992,4,13,48725,0.65586459
1992,4,14,48726,0.72868324
1992,4,15,48727,0.79147766
1992,4,16,48728,0.82915816
1992,4,17,48729,0.82882388
1992,4,18,48730,0.78550232
1992,4,19,48731,0.68995584
1992,4,20,48732,0.61755630
1992,4,21,48733,0.60824508
1992,4,22,48734,0.58751638
1992,4,23,48735,0.55213592
1992,4,24,48736,0.51284589
1992,4,25,48737,0.52023056
1992,4,26,48738,0.54021164
1992,4,27,48739,0.57050651
1992,4,28,48740,0.59769952
1992,4,29,48741,0.54703648
1992,4,30,48742,0.51835919
1992,5,1,48743,0.46757898
1992,5,2,48744,0.45039234
1992,5,3,48745,0.40301908
1992,5,4,48746,0.34324762
1992,5,5,48747,0.29369161
1992,5,6,48748,0.29868534
1992,5,7,48749,0.30268554
1992,5,8,48750,0.30749463
1992,5,9,48751,0.32153336
1992,5,10,48752,0.35168981
1992,5,11,48753,0.36954899
1992,5,12,48754,0.34307278
1992,5,13,48755,0.34181413
1992,5,14,48756,0.37803774
1992,5,15,48757,0.34427738
1992,5,16,48758,0.33261252
1992,5,17,48759,0.32404458
1992,5,18,48760,0.33941777
1992,5,19,48761,0.36712876
1992,5,20,48762,0.42240809
1992,5,21,48763,0.43849584
1992,5,22,48764,0.39703581
1992,5,23,48765,0.35315028
1992,5,24,48766,0.33376902
1992,5,25,48767,0.32692098
1992,5,26,48768,0.30941178
1992,5,27,48769,0.27685922
1992,5,28,48770,0.23324182
1992,5,29,48771,0.16953094
1992,5,30,48772,0.11561547
1992,5,31,48773,0.06714103
1992,6,1,48774,0.03825707
1992,6,2,48775,0.02569637
1992,6,3,48776,-0.02962104
1992,6,4,48777,-0.00767043
1992,6,5,48778,-0.04889900
1992,6,6,48779,-0.10360536
1992,6,7,48780,-0.12090400
1992,6,8,48781,-0.12059859
1992,6,9,48782,-0.15406924
1992,6,10,48783,-0.15682964
1992,6,11,48784,-0.11726394
1992,6,12,48785,-0.11852163
1992,6,13,48786,-0.10239015
1992,6,14,48787,-0.07616068
1992,6,15,48788,-0.05508572
1992,6,16,48789,-0.00847794
1992,6,17,48790,-0.01301677
1992,6,18,48791,-0.05024438
1992,6,19,48792,-0.08199699
1992,6,20,48793,-0.11879740
1992,6,21,48794,-0.12709211
1992,6,22,48795,-0.11915216
1992,6,23,48796,-0.14144394
1992,6,24,48797,-0.15944904
1992,6,25,48798,-0.20188923
1992,6,26,48799,-0.25100891
1992,6,27,48800,-0.29483482
1992,6,28,48801,-0.33911883
1992,6,29,48802,-0.37936875
1992,6,30,48803,-0.38510121
1992,7,1,48804,-0.45587187
1992,7,2,48805,-0.54946961
1992,7,3,48806,-0.60706148
1992,7,4,48807,-0.61915613
1992,7,5,48808,-0.63510249
1992,7,6,48809,-0.64867956
1992,7,7,48810,-0.66084125
1992,7,8,48811,-0.66618680
1992,7,9,48812,-0.68053895
1992,7,10,48813,-0.66224814
1992,7,11,48814,-0.61561942
1992,7,12,48815,-0.62832885
1992,7,13,48816,-0.60717977
1992,7,14,48817,-0.63272089
1992,7,15,48818,-0.65108823
1992,7,16,48819,-0.65847843
1992,7,17,48820,-0.64185976
1992,7,18,48821,-0.58487863
1992,7,19,48822,-0.54538754
1992,7,20,48823,-0.53064099
1992,7,21,48824,-0.53024985
1992,7,22,48825,-0.51201288
1992,7,23,48826,-0.51806620
1992,7,24,48827,-0.53144440
1992,7,25,48828,-0.50143964
1992,7,26,48829,-0.46556591
1992,7,27,48830,-0.46330861
1992,7,28,48831,-0.46205242
1992,7,29,48832,-0.50380052
1992,7,30,48833,-0.55372137
1992,7,31,48834,-0.56191347
1992,8,1,48835,-0.52899966
1992,8,2,48836,-0.48653749
1992,8,3,48837,-0.43093730
1992,8,4,48838,-0.39518203
1992,8,5,48839,-0.36203894
1992,8,6,48840,-0.34189506
1992,8,7,48841,-0.37116600
1992,8,8,48842,-0.39590606
1992,8,9,48843,-0.42868483
1992,8,10,48844,-0.49839622
1992,8,11,48845,-0.47503185
1992,8,12,48846,-0.41267747
1992,8,13,48847,-0.34965870
1992,8,14,48848,-0.32589710
1992,8,15,48849,-0.33674516
1992,8,16,48850,-0.38010213
1992,8,17,48851,-0.36575596
1992,8,18,48852,-0.36510808
1992,8,19,48853,-0.32710982
1992,8,20,48854,-0.27515681
1992,8,21,48855,-0.24018248
1992,8,22,48856,-0.26349117
1992,8,23,48857,-0.26891566
1992,8,24,48858,-0.26275521
1992,8,25,48859,-0.23588335
1992,8,26,48860,-0.22054224
1992,8,27,48861,-0.20506900
1992,8,28,48862,-0.19679555
1992,8,29,48863,-0.18071524
1992,8,30,48864,-0.22894155
1992,8,31,48865,-0.25184029
1992,9,1,48866,-0.29173781
1992,9,2,48867,-0.32153305
1992,9,3,48868,-0.36504212
1992,9,4,48869,-0.39518100
1992,9,5,48870,-0.41459444
1992,9,6,48871,-0.40287376
1992,9,7,48872,-0.36838287
1992,9,8,48873,-0.31438959
1992,9,9,48874,-0.26111125
1992,9,10,48875,-0.23617319
1992,9,11,48876,-0.22294454
1992,9,12,48877,-0.22011563
1992,9,13,48878,-0.24694967
1992,9,14,48879,-0.28414777
1992,9,15,48880,-0.30608050
1992,9,16,48881,-0.27753633
1992,9,17,48882,-0.28761911
1992,9,18,48883,-0.29515034
1992,9,19,48884,-0.26928579
1992,9,20,48885,-0.24790742
1992,9,21,48886,-0.28564542
1992,9,22,48887,-0.35308175
1992,9,23,48888,-0.34864217
1992,9,24,48889,-0.27905293
1992,9,25,48890,-0.27162425
1992,9,26,48891,-0.23565146
1992,9,27,48892,-0.20936191
1992,9,28,48893,-0.15277772
1992,9,29,48894,-0.09131550
1992,9,30,48895,-0.08112149
1992,10,1,48896,-0.10043647
1992,10,2,48897,-0.14152528
1992,10,3,48898,-0.11878591
1992,10,4,48899,-0.06065003
1992,10,5,48900,-0.05403880
1992,10,6,48901,-0.05395075
1992,10,7,48902,-0.03124410
1992,10,8,48903,-0.05535484
1992,10,9,48904,0.01810093
1992,10,10,48905,0.04774730
1992,10,11,48906,0.05189924
1992,10,12,48907,0.02590652
1992,10,13,48908,0.02135421
1992,10,14,48909,0.06105986
1992,10,15,48910,0.08319848
1992,10,16,48911,0.08783239
1992,10,17,48912,0.10015441
1992,10,18,48913,0.14556657
1992,10,19,48914,0.14569229
1992,10,20,48915,0.16382234
1992,10,21,48916,0.19244218
1992,10,22,48917,0.26013137
1992,10,23,48918,0.24566917
1992,10,24,48919,0.26861932
1992,10,25,48920,0.28266198
1992,10,26,48921,0.26603725
1992,10,27,48922,0.25951143
1992,10,28,48923,0.24205426
1992,10,29,48924,0.27145648
1992,10,30,48925,0.26309549
1992,10,31,48926,0.28727501
1992,11,1,48927,0.29598860
1992,11,2,48928,0.28088634
1992,11,3,48929,0.21037252
1992,11,4,48930,0.17040739
1992,11,5,48931,0.18945015
1992,11,6,48932,0.20377547
1992,11,7,48933,0.22132957
1992,11,8,48934,0.21809174
1992,11,9,48935,0.21777322
1992,11,10,48936,0.26479263
1992,11,11,48937,0.30467265
1992,11,12,48938,0.29973311
1992,11,13,48939,0.30687092
1992,11,14,48940,0.30180186
1992,11,15,48941,0.35363915
1992,11,16,48942,0.39197017
1992,11,17,48943,0.40899198
1992,11,18,48944,0.43035650
1992,11,19,48945,0.43003093
1992,11,20,48946,0.45861691
1992,11,21,48947,0.42119210
1992,11,22,48948,0.41937662
1992,11,23,48949,0.38479984
1992,11,24,48950,0.37038328
1992,11,25,48951,0.36510952
1992,11,26,48952,0.36667252
1992,11,27,48953,0.42780340
1992,11,28,48954,0.39652932
1992,11,29,48955,0.38135003
1992,11,30,48956,0.38621673
1992,12,1,48957,0.40855121
1992,12,2,48958,0.46500948
1992,12,3,48959,0.54653831
1992,12,4,48960,0.54768118
1992,12,5,48961,0.57326241
1992,12,6,48962,0.61976090
1992,12,7,48963,0.62962286
1992,12,8,48964,0.65047051
1992,12,9,48965,0.66060921
1992,12,10,48966,0.62962431
1992,12,11,48967,0.63115537
1992,12,12,48968,0.62909833
1992,12,13,48969,0.59454201
1992,12,14,48970,0.53611415
1992,12,15,48971,0.54119673
1992,12,16,48972,0.51244777
1992,12,17,48973,0.48562285
1992,12,18,48974,0.50156832
1992,12,19,48975,0.46407724
1992,12,20,48976,0.39607192
1992,12,21,48977,0.38771044
1992,12,22,48978,0.40785156
1992,12,23,48979,0.41137710
1992,12,24,48980,0.43505559
1992,12,25,48981,0.47099897
1992,12,26,48982,0.52486764
1992,12,27,48983,0.55176699
1992,12,28,48984,0.53891681
1992,12,29,48985,0.57618464
1992,12,30,48986,0.56048543
1992,12,31,48987,0.58400384
1993,1,1,48988,0.64239834
1993,1,2,48989,0.70727413
1993,1,3,48990,0.74476659
1993,1,4,48991,0.77706259
1993,1,5,48992,0.78004163
1993,1,6,48993,0.75683905
1993,1,7,48994,0.72116024
1993,1,8,48995,0.64733509
1993,1,9,48996,0.55886492
1993,1,10,48997,0.50534128
1993,1,11,48998,0.46725016
1993,1,12,48999,0.38462211
1993,1,13,49000,0.37148297
1993,1,14,49001,0.41994165
1993,1,15,49002,0.44882693
1993,1,16,49003,0.47757694
1993,1,17,49004,0.47079348
1993,1,18,49005,0.47736809
1993,1,19,49006,0.45528827
1993,1,20,49007,0.43195313
1993,1,21,49008,0.40419409
1993,1,22,49009,0.40067264
1993,1,23,49010,0.42182375
1993,1,24,49011,0.40633079
1993,1,25,49012,0.43374662
1993,1,26,49013,0.47615850
1993,1,27,49014,0.55332549
1993,1,28,49015,0.58714150
1993,1,29,49016,0.55875116
1993,1,30,49017,0.53842509
1993,1,31,49018,0.53352284
1993,2,1,49019,0.57278499
1993,2,2,49020,0.55193635
1993,2,3,49021,0.51746493
1993,2,4,49022,0.54470809
1993,2,5,49023,0.55108275
1993,2,6,49024,0.52711682
1993,2,7,49025,0.45722681
1993,2,8,49026,0.45906979
1993,2,9,49027,0.48777703
1993,2,10,49028,0.49004563
1993,2,11,49029,0.46649658
1993,2,12,49030,0.44307333
1993,2,13,49031,0.46214333
1993,2,14,49032,0.42492042
1993,2,15,49033,0.42307432
1993,2,16,49034,0.42116660
1993,2,17,49035,0.43816841
1993,2,18,49036,0.42685046
1993,2,19,49037,0.43417008
1993,2,20,49038,0.47307216
1993,2,21,49039,0.48686066
1993,2,22,49040,0.51440806
1993,2,23,49041,0.48940947
1993,2,24,49042,0.47417072
1993,2,25,49043,0.43304964
1993,2,26,49044,0.36095383
1993,2,27,49045,0.34003462
1993,2,28,49046,0.33566057
1993,3,1,49047,0.30606817
1993,3,2,49048,0.26646400
1993,3,3,49049,0.22011199
1993,3,4,49050,0.21321938
1993,3,5,49051,0.20663450
1993,3,6,49052,0.19982633
1993,3,7,49053,0.18957409
1993,3,8,49054,0.22418308
1993,3,9,49055,0.25038189
1993,3,10,49056,0.29547135
1993,3,11,49057,0.37581487
1993,3,12,49058,0.42321660
1993,3,13,49059,0.45949834
1993,3,14,49060,0.51354337
1993,3,15,49061,0.50363059
1993,3,16,49062,0.46765859
1993,3,17,49063,0.46789888
1993,3,18,49064,0.49005699
1993,3,19,49065,0.48916251
1993,3,20,49066,0.47820662
1993,3,21,49067,0.50236812
1993,3,22,49068,0.47219142
1993,3,23,49069,0.46384744
1993,3,24,49070,0.47463370
1993,3,25,49071,0.44027877
1993,3,26,49072,0.41334436
1993,3,27,49073,0.39468980
1993,3,28,49074,0.38738294
1993,3,29,49075,0.40057009
1993,3,30,49076,0.39660530
1993,3,31,49077,0.36412738
1993,4,1,49078,0.32733417
1993,4,2,49079,0.33687926
1993,4,3,49080,0.29403572
1993,4,4,49081,0.30325464
1993,4,5,49082,0.36132612
1993,4,6,49083,0.44962655
1993,4,7,49084,0.51246578
1993,4,8,49085,0.53776715
1993,4,9,49086,0.60746266
1993,4,10,49087,0.67898636
1993,4,11,49088,0.66268400
1993,4,12,49089,0.62893297
1993,4,13,49090,0.64083477
1993,4,14,49091,0.65894937
1993,4,15,49092,0.64100783
1993,4,16,49093,0.62964353
1993,4,17,49094,0.64559901
1993,4,18,49095,0.59720029
1993,4,19,49096,0.56534565
1993,4,20,49097,0.53632002
1993,4,21,49098,0.57175868
1993,4,22,49099,0.68854676
1993,4,23,49100,0.69443418
1993,4,24,49101,0.69946728
1993,4,25,49102,0.68946738
1993,4,26,49103,0.68658168
1993,4,27,49104,0.66408824
1993,4,28,49105,0.66133345
1993,4,29,49106,0.70871769
1993,4,30,49107,0.70484430
1993,5,1,49108,0.70675785
1993,5,2,49109,0.74791757
1993,5,3,49110,0.73492330
1993,5,4,49111,0.70317023
1993,5,5,49112,0.63769385
1993,5,6,49113,0.63189056
1993,5,7,49114,0.57405550
1993,5,8,49115,0.54886344
1993,5,9,49116,0.51928808
1993,5,10,49117,0.50743231
1993,5,11,49118,0.48472034
1993,5,12,49119,0.46518802
1993,5,13,49120,0.43518694
1993,5,14,49121,0.39209116
1993,5,15,49122,0.40950665
1993,5,16,49123,0.40405769
1993,5,17,49124,0.40087271
1993,5,18,49125,0.41814813
1993,5,19,49126,0.44130153
1993,5,20,49127,0.46399731
1993,5,21,49128,0.45255439
1993,5,22,49129,0.48368800
1993,5,23,49130,0.45227892
1993,5,24,49131,0.40859774
1993,5,25,49132,0.38598306
1993,5,26,49133,0.38308524
1993,5,27,49134,0.38364267
1993,5,28,49135,0.40531063
1993,5,29,49136,0.41023811
1993,5,30,49137,0.40513741
1993,5,31,49138,0.34102015
1993,6,1,49139,0.34249117
1993,6,2,49140,0.32753697
1993,6,3,49141,0.28773019
1993,6,4,49142,0.21234504
1993,6,5,49143,0.18213263
1993,6,6,49144,0.21493187
1993,6,7,49145,0.22706710
1993,6,8,49146,0.20817844
1993,6,9,49147,0.18046866
1993,6,10,49148,0.21786929
1993,6,11,49149,0.22313336
1993,6,12,49150,0.20488610
1993,6,13,49151,0.14487072
1993,6,14,49152,0.11499817
1993,6,15,49153,0.06810380
1993,6,16,49154,0.05093304
1993,6,17,49155,0.04020861
1993,6,18,49156,0.04056720
1993,6,19,49157,0.07679193
1993,6,20,49158,0.05037309
1993,6,21,49159,0.01150999
1993,6,22,49160,-0.00041452
1993,6,23,49161,-0.01401739
1993,6,24,49162,-0.07524214
1993,6,25,49163,-0.10461866
1993,6,26,49164,-0.12703793
1993,6,27,49165,-0.14584250
1993,6,28,49166,-0.12871585
1993,6,29,49167,-0.14825195
1993,6,30,49168,-0.14330019
1993,7,1,49169,-0.16467970
1993,7,2,49170,-0.22244356
1993,7,3,49171,-0.27351049
1993,7,4,49172,-0.32188996
1993,7,5,49173,-0.34885148
1993,7,6,49174,-0.38182196
1993,7,7,49175,-0.40905303
1993,7,8,49176,-0.44038726
1993,7,9,49177,-0.49223545
1993,7,10,49178,-0.50339498
1993,7,11,49179,-0.51697429
1993,7,12,49180,-0.52321288
1993,7,13,49181,-0.49981816
1993,7,14,49182,-0.47589475
1993,7,15,49183,-0.44751689
1993,7,16,49184,-0.43756790
1993,7,17,49185,-0.46932909
1993,7,18,49186,-0.49668854
1993,7,19,49187,-0.50814945
1993,7,20,49188,-0.51715898
1993,7,21,49189,-0.49514735
1993,7,22,49190,-0.43172814
1993,7,23,49191,-0.38676913
1993,7,24,49192,-0.37306450
1993,7,25,49193,-0.34990824
1993,7,26,49194,-0.38643294
1993,7,27,49195,-0.45113846
1993,7,28,49196,-0.47940257
1993,7,29,49197,-0.44177283
1993,7,30,49198,-0.37838737
1993,7,31,49199,-0.34793145
1993,8,1,49200,-0.38393228
1993,8,2,49201,-0.39030134
1993,8,3,49202,-0.37249913
